Geo Point;Geo Shape;N_SQ_SPVP;N_SQ_CA;N_SQ_PC
48.8519891102,2.35790657581;"{""coordinates"": [[[2.357910834142479, 48.852124881831294], [2.357970444171828, 48.85210625320955], [2.35810328703203, 48.85205824343272], [2.357976326667638, 48.851916842077], [2.357934600957218, 48.85193237666518], [2.357919263533514, 48.85191692349463], [2.357898813943005, 48.85189430471147], [2.357857061415719, 48.85184787360661], [2.357849397910445, 48.85185089567905], [2.357765946747326, 48.85188238655253], [2.357713150724674, 48.85190213807331], [2.357752345238409, 48.85194568925347], [2.357834999632163, 48.85204178372211], [2.357910834142479, 48.852124881831294]]], ""type"": ""Polygon""}";4109;4;750006008
48.8656625778,2.35020960219;"{""coordinates"": [[[2.350160672221432, 48.86572858903946], [2.350162377839786, 48.86573315527616], [2.350293567483813, 48.86571100888935], [2.350264582772569, 48.86563928174705], [2.350256910351304, 48.865618556981076], [2.350244120972568, 48.86557998842875], [2.350225379936967, 48.86558251996242], [2.35018619400046, 48.86559172784024], [2.350198978372997, 48.86561462979832], [2.350125715890522, 48.86562482538328], [2.350135947020005, 48.86565264548608], [2.350160672221432, 48.86572858903946]]], ""type"": ""Polygon""}";2335;2;750003311
48.8519224027,2.34681708542;"{""coordinates"": [[[2.346866126856189, 48.85197783155737], [2.346888263978403, 48.85194600369271], [2.346883152334573, 48.85193869820655], [2.346856742885493, 48.851896476802246], [2.346854186903847, 48.851892402259764], [2.346796264677515, 48.851853274374314], [2.346740070882095, 48.85194250471801], [2.346866126856189, 48.85197783155737]]], ""type"": ""Polygon""}";4157;5;750007991
48.8518203363,2.36578893888;"{""coordinates"": [[[2.365958312404583, 48.851928618132085], [2.365881606059163, 48.85183505747345], [2.365851776201729, 48.85179839191089], [2.365836434784942, 48.85177893492199], [2.365746946075938, 48.851672028352006], [2.36572310342017, 48.851679903513784], [2.365685636772906, 48.85169192621366], [2.365620921147016, 48.85171400310523], [2.365648194701439, 48.85174659549317], [2.365718933589079, 48.851833483849525], [2.365826322514965, 48.85196652068932], [2.365864642758221, 48.851955480068874], [2.365958312404583, 48.851928618132085]]], ""type"": ""Polygon""}";4160;4;750006593
48.8519222867,2.33890710317;"{""coordinates"": [[[2.338867102017277, 48.85186980566303], [2.33883984917651, 48.851902193782124], [2.338816855112311, 48.85192910226752], [2.338894359267409, 48.8519595222571], [2.338913096632122, 48.851959731909325], [2.338978675832285, 48.851960643732674], [2.338993152131831, 48.8519166633486], [2.338867102017277, 48.85186980566303]]], ""type"": ""Polygon""}";4164;6;750011611
48.8847890589,2.34027979888;"{""coordinates"": [[[2.340368294166249, 48.88484202832531], [2.340350392349866, 48.884773740748685], [2.340269425846215, 48.88472540714561], [2.340206359004517, 48.88472259905406], [2.340199369277652, 48.88479876341167], [2.340230353591493, 48.884797659805024], [2.340231386649416, 48.88479996778082], [2.34023223838691, 48.884802917777904], [2.340235648474642, 48.884806290168164], [2.340237352574607, 48.88480783561303], [2.3402399088445, 48.88480896037091], [2.340243318367629, 48.8848102247299], [2.340246726830358, 48.88481092700207], [2.340250987998854, 48.884811489180855], [2.34025634956004, 48.88483186335263], [2.340229752892236, 48.884835169319864], [2.340236195721833, 48.884852431475764], [2.34025409400652, 48.884851025524], [2.340368294166249, 48.88484202832531]]], ""type"": ""Polygon""}";494;18;750061792
48.8518134999,2.35708078267;"{""coordinates"": [[[2.35720469521356, 48.85190082587476], [2.357185096448547, 48.85187841838999], [2.357142493803237, 48.85183135471495], [2.357123747351817, 48.85180901655128], [2.357099890482162, 48.85178302652611], [2.35702576040911, 48.85169999728384], [2.356956784334825, 48.851724669132174], [2.357053920911388, 48.851835445720354], [2.357134016062815, 48.85192655260876], [2.35720469521356, 48.85190082587476]]], ""type"": ""Polygon""}";4172;4;750005633
48.8524043308,2.3343524652;"{""coordinates"": [[[2.334445135425232, 48.85243684818707], [2.334454507210714, 48.852383313074505], [2.334299500405272, 48.85237621463322], [2.334256063744395, 48.852374247093756], [2.334251804596273, 48.852392512705], [2.334251803845763, 48.85239939817244], [2.334248395874535, 48.85242272290126], [2.334445135425232, 48.85243684818707]]], ""type"": ""Polygon""}";4031;6;750011147
48.8509884356,2.33740861118;"{""coordinates"": [[[2.337609156005324, 48.851015725233495], [2.337604045404514, 48.850986147664216], [2.337596379907978, 48.850943572829976], [2.337546131694909, 48.85094547017685], [2.337525692405101, 48.85094645332554], [2.337404754913453, 48.85095158360517], [2.337328956651717, 48.85095523700904], [2.337254010625864, 48.850959172087585], [2.337218240620563, 48.85096106944984], [2.337204613945167, 48.851030833542254], [2.337393684247653, 48.851025914418614], [2.337609156005324, 48.851015725233495]]], ""type"": ""Polygon""}";4434;6;750010966
48.8451088246,2.2944147153;"{""coordinates"": [[[2.294520611203378, 48.84513581781333], [2.294495940676878, 48.84510672263419], [2.294461061674054, 48.84506511821917], [2.294433838284918, 48.84503496830217], [2.294412541761856, 48.8450431105722], [2.294308616843471, 48.845082907007814], [2.294394539261468, 48.845182351277224], [2.294520611203378, 48.84513581781333]]], ""type"": ""Polygon""}";4982;15;750045731
48.8448292302,2.39589522215;"{""coordinates"": [[[2.395859502124656, 48.84495848871773], [2.396070583845103, 48.84469466783661], [2.39598561086552, 48.844666365981745], [2.395944333499114, 48.84468444689141], [2.395721547316385, 48.8449572262851], [2.395742845822271, 48.84496515376907], [2.395828039614834, 48.84499665411488], [2.395859502124656, 48.84495848871773]]], ""type"": ""Polygon""}";4991;12;750079126
48.8585949871,2.40026670757;"{""coordinates"": [[[2.400381605086922, 48.85856516693294], [2.400297217004606, 48.85851715880005], [2.400150843712386, 48.85862423957857], [2.400238640705203, 48.858672597652784], [2.400381605086922, 48.85856516693294]]], ""type"": ""Polygon""}";3187;20;750074154
48.8869561994,2.34062499077;"{""coordinates"": [[[2.340609628168792, 48.88687972144539], [2.340541447710155, 48.886909090310375], [2.340573527716608, 48.88694152677137], [2.340591335966565, 48.88695676322775], [2.340524150621787, 48.88698733996266], [2.340560205734315, 48.88702571499428], [2.340658217218088, 48.887011800760746], [2.340676967774346, 48.8870010869015], [2.34075014933514, 48.88699205501042], [2.340725543566861, 48.88695952755217], [2.340717228293942, 48.886946113263164], [2.340675025301049, 48.8869665555186], [2.34062697772469, 48.88692234978873], [2.340685906590107, 48.886897400489794], [2.340682114215918, 48.88688984953727], [2.340653945319636, 48.886870446113484], [2.340645422825637, 48.8868651066391], [2.340609628168792, 48.88687972144539]]], ""type"": ""Polygon""}";229;18;750064790
48.8882369201,2.335007897;"{""coordinates"": [[[2.334916019774919, 48.88824210943144], [2.334949564472179, 48.88826312506399], [2.335014337996867, 48.8883021882492], [2.335061215470164, 48.888269871361594], [2.335046726923175, 48.8882596141173], [2.33506377409134, 48.888247108315255], [2.335091900795343, 48.888231371599986], [2.335062070662415, 48.88821198013513], [2.335045877505183, 48.88820214420159], [2.335063775425488, 48.88819371347785], [2.335027127944599, 48.88816940529522], [2.334976839991468, 48.88820298656999], [2.334955532217838, 48.88821689682751], [2.33495382730698, 48.88821563189756], [2.334916325104494, 48.88824190787948], [2.334916019774919, 48.88824210943144]]], ""type"": ""Polygon""}";98;18;750077427
48.8548375966,2.39672091431;"{""coordinates"": [[[2.397214507495482, 48.85495033422483], [2.396398269899292, 48.85472074840139], [2.39639401829512, 48.85472658171453], [2.396244913999549, 48.854682961117476], [2.396217704121478, 48.854721545281365], [2.396307165456884, 48.854746650508], [2.396521022203772, 48.8548068173645], [2.396682054345677, 48.8548519070299], [2.39683627084991, 48.85489524346478], [2.396903579699576, 48.854914177661136], [2.396940217300699, 48.85492448538161], [2.397175375732814, 48.85499068241508], [2.397214507495482, 48.85495033422483]]], ""type"": ""Polygon""}";3501;20;750071052
48.855995467,2.37305161228;"{""coordinates"": [[[2.373119732622429, 48.85608821854507], [2.373206546329265, 48.855997911843204], [2.372987971983415, 48.85590367953086], [2.372895412821722, 48.855983501031965], [2.372943793396325, 48.85600377949174], [2.372934603090916, 48.856013307607526], [2.373016639456835, 48.85604525519089], [2.373119732622429, 48.85608821854507]]], ""type"": ""Polygon""}";3370;11;750025603
48.8554748259,2.27405788755;"{""coordinates"": [[[2.274302984518607, 48.8556967520021], [2.274317482830521, 48.85568200589172], [2.274202654446473, 48.855557238283545], [2.274142261897507, 48.85549250027765], [2.274072515206806, 48.855416655053844], [2.274035089330697, 48.85537588665252], [2.273995963332284, 48.855333500766235], [2.273871533902471, 48.85539265750942], [2.273887698689852, 48.85540728026437], [2.273906447211907, 48.85539914060725], [2.273960882870356, 48.85545902832292], [2.274034881729997, 48.85553986387334], [2.274066352061269, 48.85557493826551], [2.274150719655283, 48.855540278807446], [2.27416093756216, 48.85554281312881], [2.274231535156419, 48.85561943060549], [2.274302984518607, 48.8556967520021]]], ""type"": ""Polygon""}";3422;16;750052086
48.8535947742,2.3757117842;"{""coordinates"": [[[2.375699515377392, 48.85370764400172], [2.375804797214077, 48.85350023353501], [2.375722372236677, 48.85348282916417], [2.375619475702997, 48.853690189055484], [2.375699515377392, 48.85370764400172]]], ""type"": ""Polygon""}";3725;11;750027961
48.8448214141,2.3503280285;"{""coordinates"": [[[2.350193472761585, 48.84484812984604], [2.350201996377606, 48.84488143001002], [2.35026156492973, 48.84487290203647], [2.350253420365335, 48.84484023528669], [2.350312196860129, 48.84483293511053], [2.350316520441146, 48.8448504259767], [2.350310991969875, 48.84485176208269], [2.350306224349688, 48.84485404125312], [2.350300329963967, 48.84486068249975], [2.350299646849769, 48.84486454334344], [2.350300584178961, 48.84486838150968], [2.35038678041486, 48.84485990904232], [2.350387632063752, 48.84486187607213], [2.350467676600824, 48.8448535760962], [2.350474489333769, 48.84485273261046], [2.350440403725151, 48.844767094772614], [2.350179833389772, 48.84479508790227], [2.350193472761585, 48.84484812984604]]], ""type"": ""Polygon""}";4994;5;750008651
48.8845179916,2.34155149665;"{""coordinates"": [[[2.341629595329275, 48.88457065068994], [2.341586971131155, 48.884439835460654], [2.341491962031121, 48.88445332180404], [2.341510745884245, 48.88450567076074], [2.341476735699456, 48.88451088058155], [2.341497497425172, 48.884576557685975], [2.34150176003973, 48.88458822025111], [2.341629595329275, 48.88457065068994]]], ""type"": ""Polygon""}";527;18;750059333
48.886521754,2.34617127898;"{""coordinates"": [[[2.346264457822306, 48.88654509824671], [2.346226104446663, 48.886537513451124], [2.346236327640489, 48.886514749739206], [2.346232066586531, 48.88651503134513], [2.346224561168098, 48.886480019119226], [2.346179831112237, 48.88647308657577], [2.346175471751859, 48.88647544149187], [2.346174105864947, 48.8864806105618], [2.34610593041699, 48.88646806496292], [2.346082071376284, 48.88654230364009], [2.346261056087755, 48.886578821535615], [2.346264457822306, 48.88654509824671]]], ""type"": ""Polygon""}";290;18;750064920
48.8831218649,2.34347756464;"{""coordinates"": [[[2.343208606595323, 48.883013135517324], [2.343175396737175, 48.8832255919174], [2.34360003072559, 48.88331799495963], [2.343581090033837, 48.883367962224575], [2.34363826708866, 48.8833775972512], [2.34377703514942, 48.88301773815822], [2.343757431686527, 48.882998910245526], [2.343752317344064, 48.88299399255264], [2.343698626681991, 48.88298387935672], [2.343589539662203, 48.882962668665954], [2.343514543627082, 48.88294792033848], [2.343328755074708, 48.88291097680598], [2.343275080910037, 48.88302662139709], [2.343208606595323, 48.883013135517324]]], ""type"": ""Polygon""}";638;18;750064569
48.8842823106,2.33340365136;"{""coordinates"": [[[2.333499220126146, 48.88428141608136], [2.333441993925917, 48.88422305651413], [2.333307465672854, 48.88428436218488], [2.333365413527241, 48.884340989224775], [2.333499220126146, 48.88428141608136]]], ""type"": ""Polygon""}";567;18;750061562
48.8847108781,2.29447593035;"{""coordinates"": [[[2.294599310643783, 48.88470402517683], [2.294575457946507, 48.884691792198886], [2.29450134488982, 48.88465284243601], [2.294460319663563, 48.884630934834114], [2.294353259661369, 48.88471914370749], [2.294445852586491, 48.88476649611869], [2.294463741020564, 48.88477577653664], [2.294491853912215, 48.88479011929516], [2.294511468317943, 48.88477396772125], [2.294569461164385, 48.88472747930896], [2.294581400791613, 48.884718069776724], [2.294599310643783, 48.88470402517683]]], ""type"": ""Polygon""}";501;17;750055476
48.8773487856,2.37816810991;"{""coordinates"": [[[2.378064601055889, 48.87725285541315], [2.377991973671083, 48.87738536246338], [2.378126941300283, 48.87741765269379], [2.378152505047151, 48.877417995032346], [2.378267564614948, 48.87744493138857], [2.378345847859548, 48.87731064319689], [2.378231642390967, 48.87728448027621], [2.378209484659828, 48.87728231021609], [2.378171137345529, 48.87727909197413], [2.378064601055889, 48.87725285541315]]], ""type"": ""Polygon""}";879;19;750065810
48.8665668891,2.34048333403;"{""coordinates"": [[[2.340390918428803, 48.86666325474791], [2.340650754848786, 48.86661336359731], [2.340649051044852, 48.86660753275643], [2.340651606386688, 48.866606830056554], [2.340654161665769, 48.86660591690975], [2.340640528514813, 48.86657380986364], [2.340637973111727, 48.866574302116426], [2.340634564793679, 48.866566574161354], [2.340605599271612, 48.866571773774595], [2.340562995079585, 48.866475525056], [2.340559588173134, 48.86647285591724], [2.340555327974451, 48.86647039702017], [2.340551919479835, 48.8664684995098], [2.340549364680197, 48.866467867583715], [2.340546808466636, 48.866467024303894], [2.340541697154083, 48.86646611118627], [2.340536584591726, 48.86646561985401], [2.340531472679884, 48.86646583091303], [2.340495692007893, 48.86647215490091], [2.340491433625249, 48.866472998403694], [2.340487174054195, 48.866474474138755], [2.340482914606985, 48.86647637076751], [2.340479506789155, 48.86647861923581], [2.340476950612234, 48.86648121864454], [2.34047439496069, 48.86648409955082], [2.340473542891597, 48.86648712024958], [2.340472692048423, 48.86649133618355], [2.340327013029782, 48.866517616183074], [2.340390918428803, 48.86666325474791]]], ""type"": ""Polygon""}";2077;2;750002868
48.8343048295,2.33752194169;"{""coordinates"": [[[2.337425906648853, 48.834446383966], [2.337584799160945, 48.834453476001], [2.337590645255005, 48.83440800203244], [2.33759379178579, 48.83440814896772], [2.337602088187234, 48.83433956125462], [2.337604473603312, 48.83431983957801], [2.337608583799516, 48.83428585534173], [2.337619113308766, 48.83419880691484], [2.337615856619631, 48.83419864587952], [2.337620665287837, 48.834164049438456], [2.337570638264843, 48.834163321797256], [2.337506784894274, 48.83416044180593], [2.337453147768469, 48.83415756171174], [2.337449743344253, 48.834201822467996], [2.337426757451677, 48.83440345723042], [2.337430162913363, 48.834403597510025], [2.337425906648853, 48.834446383966]]], ""type"": ""Polygon""}";5335;14;750039022
48.834061537,2.32555567337;"{""coordinates"": [[[2.325733084329709, 48.8340269480177], [2.325719466468737, 48.83401219259954], [2.325687121572002, 48.83397713170947], [2.325389965034363, 48.83409056666636], [2.325379747396422, 48.83409435924743], [2.325425709033329, 48.834146353042534], [2.325733084329709, 48.8340269480177]]], ""type"": ""Polygon""}";5338;14;750039926
48.8803331445,2.39155246888;"{""coordinates"": [[[2.391301325345075, 48.88031260078275], [2.391301322323796, 48.880312625948605], [2.391291274412612, 48.88039509902469], [2.391291370732282, 48.8803952577962], [2.391329999164783, 48.88040221804262], [2.39129775892579, 48.88043189203724], [2.391643773293399, 48.88045126505637], [2.391638530846573, 48.88049418583387], [2.391764540450858, 48.88050156205967], [2.391760842378668, 48.88049153195061], [2.391782865516264, 48.88036983792713], [2.391792173232769, 48.880310397346044], [2.391798041639337, 48.88022285506272], [2.391316680811413, 48.88019623741299], [2.391301325345075, 48.88031260078275]]], ""type"": ""Polygon""}";5835;19;750085167
48.8736869116,2.38316221903;"{""coordinates"": [[[2.383260968730395, 48.87375533424832], [2.383343520973476, 48.87365090075035], [2.383372467969066, 48.87362580734848], [2.383411625652068, 48.873586166738185], [2.383095473169996, 48.87354336988375], [2.383064810540771, 48.873555607384425], [2.383030807750372, 48.87364161356392], [2.383001046022588, 48.873706121413726], [2.3829908403211, 48.8737262183974], [2.382954261673371, 48.873791641689714], [2.383048008612254, 48.87381387440118], [2.383178413842681, 48.87385766052723], [2.383192883610676, 48.87384037163987], [2.383255011256071, 48.873762432577664], [2.383260968730395, 48.87375533424832]]], ""type"": ""Polygon""}";1049;19;750066082
48.8441970936,2.31796059713;"{""coordinates"": [[[2.318182569582407, 48.8443561930675], [2.318133184502021, 48.844343679343325], [2.318128924849942, 48.844350353530125], [2.318092311132305, 48.84434058189503], [2.318093163703552, 48.84433749024325], [2.318097422018983, 48.84433643797661], [2.31810167996975, 48.844334892856054], [2.318107642969828, 48.84433060809716], [2.318109346559977, 48.844328500703796], [2.318110199437939, 48.844326322807795], [2.318110200434658, 48.844322809896305], [2.318110202115638, 48.84432070269519], [2.318109351260999, 48.84431866438256], [2.318107647807049, 48.844316908107466], [2.318105094319666, 48.844313675627085], [2.318112764107404, 48.844298290748334], [2.318122982475942, 48.844300260140606], [2.318136617402947, 48.84427251062259], [2.318163018866886, 48.84426380325957], [2.318180915763948, 48.844228678056155], [2.318165594211238, 48.84421026888053], [2.318179229744893, 48.84418111545121], [2.318166458474874, 48.84417816199839], [2.318170719273944, 48.84416973225643], [2.318174124905223, 48.84416959247896], [2.318177531049096, 48.844169101052785], [2.318179235289164, 48.84416860981981], [2.318183493696623, 48.84416692439797], [2.318186047931833, 48.84416530840749], [2.318187752363295, 48.84416355266903], [2.318188603844689, 48.84416158521553], [2.31819030789885, 48.84415933752252], [2.318226070678508, 48.84416686036604], [2.31822180883192, 48.84417922482348], [2.318265233319415, 48.84418843535694], [2.318292504583264, 48.84413406139496], [2.318072820176016, 48.844092013270966], [2.318049830112387, 48.8440872325053], [2.317945949014709, 48.84406473357144], [2.317790128650175, 48.84403105605688], [2.317780752368775, 48.844055011125725], [2.317762014165333, 48.84406695215457], [2.317784151821699, 48.844073559221165], [2.317776480779109, 48.84409070053416], [2.317750934025776, 48.84409167995082], [2.317735604777341, 48.84409687629521], [2.317725393288471, 48.84407783606917], [2.317728800491875, 48.84407643090737], [2.317690497690896, 48.84403125052081], [2.317659843557345, 48.84402611658639], [2.317648764603354, 48.84404887747062], [2.317599365472216, 48.84407472403947], [2.317761090905141, 48.84425270793387], [2.317773013327085, 48.844249619155484], [2.31778663610272, 48.84425622532814], [2.317798559554398, 48.84425243325007], [2.317802817879422, 48.8442485695806], [2.317807929626069, 48.84424196681663], [2.317807933424416, 48.84423241199031], [2.317811340623928, 48.844231007725625], [2.317818154660591, 48.844227706342195], [2.31782241440365, 48.8442234217775], [2.317883775198653, 48.84409591710159], [2.317926348808021, 48.84410526860498], [2.31806854621384, 48.8441355010637], [2.317968832369867, 48.84435025756127], [2.317965425947428, 48.84434962387513], [2.317961168258035, 48.844349482684166], [2.317956910943558, 48.84434983344748], [2.317953503827123, 48.84435060636289], [2.317949246384834, 48.84435179982962], [2.317945839152204, 48.84435341454915], [2.317943283035262, 48.84435538127569], [2.317940728684464, 48.84435762951329], [2.317939875799011, 48.844359807407976], [2.317938172073242, 48.84436275750254], [2.317938169830133, 48.844365427702485], [2.317939021036368, 48.844368167522475], [2.317939871353744, 48.84437076703652], [2.317941573330758, 48.84437315645802], [2.317944127423806, 48.84437540504066], [2.317946681586815, 48.844377231821746], [2.317950086965177, 48.84437877835724], [2.317954344944887, 48.844380042856294], [2.317944975963939, 48.84438355452176], [2.317982440772141, 48.844393888659475], [2.318075249422691, 48.84441975731027], [2.318139961341864, 48.844437682651936], [2.318142515222778, 48.84443838612112], [2.318175752017938, 48.84437080485684], [2.318182569582407, 48.8443561930675]]], ""type"": ""Polygon""}";5044;15;750041778
48.8580541281,2.26575640824;"{""coordinates"": [[[2.265391766757716, 48.858026736850796], [2.265423757970841, 48.858076765800405], [2.265465072386052, 48.85806460735864], [2.265468750597671, 48.85806995863636], [2.265497178292736, 48.85807692238751], [2.265639673883932, 48.858036514583176], [2.265642682771426, 48.85804100375991], [2.265670676218662, 48.85804908990271], [2.265679846283002, 48.858046581204285], [2.265705131679617, 48.8580856012478], [2.265695265916034, 48.85808853737115], [2.265682949386347, 48.85810569799909], [2.265685613228992, 48.85811010591351], [2.265545103098103, 48.85814927404978], [2.265531248737115, 48.858170324841545], [2.265533833580265, 48.85817405145986], [2.265493331750147, 48.85818551071454], [2.265522390272939, 48.85823049331515], [2.265524653288095, 48.858229977482885], [2.265609321584432, 48.85820593204916], [2.265657041344423, 48.85819247280787], [2.265697944003767, 48.858180810004555], [2.265750030674623, 48.85816609683627], [2.26584096938313, 48.85814024692737], [2.26587846295151, 48.85812966126382], [2.265890460263456, 48.85812625254832], [2.265957678923799, 48.85810678097923], [2.26596517584671, 48.85810480970514], [2.266087336226228, 48.85807034550205], [2.266114744145355, 48.85806272245073], [2.266088631138183, 48.858025926928946], [2.265993828893349, 48.857891064918824], [2.265927341317945, 48.85790926210693], [2.265972988031912, 48.85798981077559], [2.265963012470715, 48.857993093400005], [2.265995336690685, 48.858047385398805], [2.265915547040952, 48.85807036021971], [2.265895657246644, 48.85803581075689], [2.265875711528587, 48.858040732896896], [2.265812860288221, 48.85794062730933], [2.265806768776748, 48.85794229691818], [2.265766139773688, 48.85795351265899], [2.265761099537511, 48.857954862248704], [2.265756883034051, 48.85794892309352], [2.265742467797042, 48.85792660789185], [2.265704288783899, 48.85793728913673], [2.265592491587138, 48.85796950160494], [2.265534952231273, 48.85798592329723], [2.26550618600715, 48.85799417822276], [2.265483417683618, 48.858000733295825], [2.265481373858141, 48.85800126756061], [2.265393430383841, 48.85802639091758], [2.265391766757716, 48.858026736850796]]], ""type"": ""Polygon""}";5602;16;750049381
48.8324025372,2.30087702029;"{""coordinates"": [[[2.300988082526961, 48.83245649836324], [2.300986380880619, 48.83245488213326], [2.300954919949692, 48.832401126947886], [2.300908154543942, 48.83231926404426], [2.300905604073144, 48.8323160311701], [2.300903902720988, 48.83231286981289], [2.300901349056033, 48.832313430486835], [2.300765958688983, 48.832349219341374], [2.300769359256611, 48.83235427842417], [2.300849287638019, 48.832490037859785], [2.300850138479597, 48.832492215724876], [2.300853543278879, 48.83249137402598], [2.300862909819053, 48.83248898787273], [2.300866316920921, 48.83248807603561], [2.300988082526961, 48.83245649836324]]], ""type"": ""Polygon""}";5368;15;750045197
48.8429333406,2.34894866643;"{""coordinates"": [[[2.348820306583783, 48.842964587623506], [2.349047675965787, 48.843010580027105], [2.349057881321499, 48.84296020560693], [2.349067238242752, 48.84291503027873], [2.349072341880363, 48.842892055952866], [2.349034873122112, 48.84288742271048], [2.348842422378704, 48.84286404865139], [2.348836466928097, 48.842890957539964], [2.348820306583783, 48.842964587623506]]], ""type"": ""Polygon""}";5132;5;750007250
48.8429081362,2.3487308587;"{""coordinates"": [[[2.348626147767088, 48.842925124218574], [2.348820306583783, 48.842964587623506], [2.348836466928097, 48.842890957539964], [2.348806662786897, 48.842885551123274], [2.348745350095242, 48.842872981527265], [2.348732576610875, 48.842870313729684], [2.348640606998702, 48.842851564938215], [2.348626147767088, 48.842925124218574]]], ""type"": ""Polygon""}";5137;5;750008736
48.8316430074,2.2999628757;"{""coordinates"": [[[2.299952568054909, 48.831678018192086], [2.29995767039551, 48.8316849750534], [2.299961077460662, 48.83168406324143], [2.299966186440186, 48.83168230878199], [2.299973850232507, 48.83167950081659], [2.300001100091002, 48.831670165590566], [2.300010467360558, 48.83166700694289], [2.300015577278655, 48.831665182335485], [2.300018982672375, 48.831663989007296], [2.300017282137338, 48.83166209126376], [2.300013879702708, 48.831657382901604], [2.300089667535503, 48.83163274732805], [2.300069255091587, 48.83160555214628], [2.300066703661034, 48.831601686984435], [2.300070109356634, 48.831600775161334], [2.30006585791311, 48.831594871956874], [2.300065007542925, 48.831593677105325], [2.300060749791207, 48.831594940094874], [2.300039460588418, 48.831602099552235], [2.300017321206567, 48.83160946988036], [2.300010516335272, 48.83160096692187], [2.300006258480285, 48.83160244036297], [2.300002852670016, 48.83160356353703], [2.299998595336257, 48.83160489667819], [2.299994336526602, 48.831606441164], [2.29999007919239, 48.83160777430485], [2.299979022890178, 48.83159245527017], [2.299942407486169, 48.831604316883286], [2.299933902005772, 48.83159229999568], [2.299919426498067, 48.831596651888674], [2.299928782047635, 48.83160866835681], [2.299893869374584, 48.8316198276156], [2.299905775502032, 48.83163556894307], [2.299901519105339, 48.83163683193489], [2.299897261232163, 48.83163830627134], [2.299893002530765, 48.83163963940072], [2.299888745191251, 48.83164097253793], [2.299884487317375, 48.83164244687396], [2.299890441056481, 48.83165031799178], [2.299867449280333, 48.83165775705129], [2.299846160967379, 48.831664846328], [2.299847861610449, 48.831666532721194], [2.299844456314652, 48.83166751559103], [2.299847857474248, 48.83167292636354], [2.299850411233319, 48.83167215435899], [2.299854664237063, 48.831677635772465], [2.299858066238547, 48.83168318685223], [2.29986231893792, 48.831688386758756], [2.299873374692008, 48.83170384700189], [2.299910841820571, 48.83169156409168], [2.299918505923614, 48.8316890376364], [2.299952568054909, 48.831678018192086]]], ""type"": ""Polygon""}";5374;15;750045197
48.8442336527,2.3494371281;"{""coordinates"": [[[2.34953336223511, 48.844256582487645], [2.349529945691256, 48.844218082934496], [2.349355375435784, 48.84420594826558], [2.349350265362968, 48.84420531700171], [2.349343463664261, 48.844249157155], [2.349404777052555, 48.84425526271279], [2.349476308344399, 48.84425757273585], [2.34953336223511, 48.844256582487645]]], ""type"": ""Polygon""}";5057;5;750007161
48.8175284446,2.33640946198;"{""coordinates"": [[[2.336710515643842, 48.8174123600531], [2.336063082605463, 48.81755369259238], [2.336120180045011, 48.81766607198297], [2.336244403535936, 48.8176405751813], [2.336201869165554, 48.81755041863585], [2.336315082454, 48.817526755636976], [2.336464024458193, 48.81749064367185], [2.336591813346659, 48.8174643577482], [2.33663709971507, 48.817553845894736], [2.336764460837769, 48.817524576855675], [2.336710515643842, 48.8174123600531]]], ""type"": ""Polygon""}";5876;14;750087737
48.8568703667,2.27634170753;"{""coordinates"": [[[2.276706785952245, 48.856967565722414], [2.276682129507388, 48.856931089802245], [2.276675326348983, 48.856921320319636], [2.276626861444, 48.85685110943085], [2.276511225971571, 48.85668229415287], [2.276475512736167, 48.856631550455006], [2.276023060214644, 48.85676683394374], [2.275995742719303, 48.85681606863071], [2.276192149803321, 48.85710337959534], [2.276234754759723, 48.857090405036146], [2.276304626279108, 48.85706894354123], [2.276472488875114, 48.85701753413091], [2.276486093408322, 48.85703651100756], [2.276636061517377, 48.85699000979181], [2.276640322481556, 48.856989099317474], [2.276706785952245, 48.856967565722414]]], ""type"": ""Polygon""}";3264;16;750051338
48.8549880587,2.36904257091;"{""coordinates"": [[[2.369139657237159, 48.85504128021344], [2.369160043976459, 48.8549566859273], [2.36894454206987, 48.85493538975071], [2.368925005417879, 48.85501885980152], [2.369039997079966, 48.85503084030094], [2.369050218451976, 48.85503210202625], [2.369060439983127, 48.855033013004665], [2.369068106446317, 48.8550337828021], [2.369139657237159, 48.85504128021344]]], ""type"": ""Polygon""}";3497;11;750024675
48.846709624,2.29579124793;"{""coordinates"": [[[2.295884361706661, 48.84672782049137], [2.295869047426123, 48.8467091971523], [2.295841823215719, 48.846677572647124], [2.295811190436774, 48.84664770251834], [2.295792449931123, 48.8466549319252], [2.295697892742002, 48.84669058822689], [2.295768507358985, 48.846772532216804], [2.295884361706661, 48.84672782049137]]], ""type"": ""Polygon""}";4856;15;750041367
48.8645773434,2.34945289205;"{""coordinates"": [[[2.349353632823546, 48.86463817218961], [2.349362156771817, 48.86465496253322], [2.34938600761484, 48.86464863669651], [2.349400497644888, 48.86467975815428], [2.349420090581091, 48.86467568090951], [2.349522313380035, 48.86465466305796], [2.349529128931484, 48.864653256652346], [2.349507818495797, 48.86460372901961], [2.349559781761584, 48.86459114720999], [2.349493305303973, 48.8644774108802], [2.349353601443485, 48.86451058734472], [2.349408151385564, 48.86462509800649], [2.349353632823546, 48.86463817218961]]], ""type"": ""Polygon""}";2596;2;750002617
