Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
403;25, RUE MORAND;75011;Paris;2004;LOGIS;29;29;0;0;0;acquisition réhabilitation;;11;résidence sociale pour démuni;654198.1034;6863460.2122;"{""coordinates"": [2.375611087179549, 48.869539670066565], ""type"": ""Point""}";48.869539670066565,2.375611087179549
426;153 RUE CHAMPIONNET  BAT D1;75018;Paris;2004;SADIF;42;4;38;0;0;acquisition réhabilitation;;18;logement familial;651363.1765;6866317.9286;"{""coordinates"": [2.336638774692607, 48.89503037529269], ""type"": ""Point""}";48.89503037529269,2.336638774692607
700;36, RUE TERRE NEUVE;75020;Paris;2006;AXIMO;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;655885.2599;6861789.9519;"{""coordinates"": [2.398783505026927, 48.854636947300385], ""type"": ""Point""}";48.854636947300385,2.398783505026927
720;114 RUE DU TEMPLE 23-27, RUE PASTOURELLE;75003;Paris;2006;PARIS HAB;18;0;18;0;0;acquisition réhabilitation;;3;foyer pour personnes handicapées;652895.9225;6862729.0909;"{""coordinates"": [2.3579410737068143, 48.86287090123571], ""type"": ""Point""}";48.86287090123571,2.3579410737068143
726;226, RUE DE VAUGIRARD - 22 RUELLE DU SOLEIL D'OR;75015;Paris;2006;PARIS HAB;21;0;21;0;0;acquisition réhabilitation;;15;logement familial;648984.0698;6860298.0321;"{""coordinates"": [2.304914338691344, 48.84071070283439], ""type"": ""Point""}";48.84071070283439,2.304914338691344
728;3-5,  RUE DU NORD - 97, RUE DES POISSONNIERS;75018;Paris;2006;SIEMP;8;0;8;0;0;construction neuve;;18;logement familial;652482.7278;6866047.7582;"{""coordinates"": [2.351937965586346, 48.892684447028536], ""type"": ""Point""}";48.892684447028536,2.351937965586346
762;19, RUE MORERE;75014;Paris;2006;SEMEA XV;12;0;12;0;0;construction neuve;;14;logement familial;650183.0841;6858512.5116;"{""coordinates"": [2.321458990356332, 48.82474719833116], ""type"": ""Point""}";48.82474719833116,2.321458990356332
763;18, RUE MARX DORMOY;75018;Paris;2006;SIEMP;7;7;0;0;0;construction neuve;;18;logement familial;653038.3013;6865284.357;"{""coordinates"": [2.359599232123521, 48.885860214516455], ""type"": ""Point""}";48.885860214516455,2.359599232123521
766;6-8 PASSAGE DE LA BRIE;75019;Paris;2006;SIEMP;9;0;9;0;0;construction neuve;;19;logement familial;653962.3267;6864727.2837;"{""coordinates"": [2.372259707797335, 48.88091734761758], ""type"": ""Point""}";48.88091734761758,2.372259707797335
575;TERRAIN APHP-LAENNEC - 65-77, RUE VANEAU  4, IMPASSE OUDINOT;75007;Paris;2005;PARIS HAB;66;16;50;0;0;construction neuve;"opération abandonnée; réagréée";7;logement familial;650094.1815;6861316.213;"{""coordinates"": [2.319919237852682, 48.84995409513964], ""type"": ""Point""}";48.84995409513964,2.319919237852682
584;13-17, RUE DAREAU;75014;Paris;2005;PARIS HAB;52;0;52;0;0;construction neuve;;14;résidence pour étudiants;651415.3677;6859238.6159;"{""coordinates"": [2.338159859764301, 48.83137119874485], ""type"": ""Point""}";48.83137119874485,2.338159859764301
588;5BIS ET 7 PASSAGE PENEL  92-94 RUE CHAMPIONNET;75018;Paris;2005;SIEMP;9;0;9;0;0;construction neuve;;18;logement familial;651802.7383;6866418.2548;"{""coordinates"": [2.34262232068906, 48.895965624706875], ""type"": ""Point""}";48.895965624706875,2.34262232068906
16875;61, RUE DE LA GARE DE REUILLY;75012;Paris;2019;CDC HABITAT SOCIAL;94;94;0;0;0;acquisition réhabilitation;;12;foyer pour jeunes travailleurs ou résidence pour jeunes;655758.094;6860459.396;"{""coordinates"": [2.397188926070851, 48.84266252313884], ""type"": ""Point""}";48.84266252313884,2.397188926070851
17078;33 RUE DOUDEAUVILLE;75018;Paris;2019;SABLIERE;20;0;20;0;0;acquisition conventionnement;;18;logement familial;652695.624;6865583.223;"{""coordinates"": [2.3548931695761652, 48.88852273084057], ""type"": ""Point""}";48.88852273084057,2.3548931695761652
3626;3 RUE DUPONT DE L'EURE;75020;Paris;2020;PARIS HABITAT;20;6;8;0;6;acquisition réhabilitation;;20;logement familial;656017.641;6863239.016;"{""coordinates"": [2.400437639907008, 48.86767730544526], ""type"": ""Point""}";48.86767730544526,2.400437639907008
3692;GARE DE LYON DAUMESNIL - LES MESSAGERIES - LOT 7;75012;Paris;2020;SABLIERE;81;25;31;0;25;construction neuve;;12;logement familial;655052.708;6860094.962;"{""coordinates"": [2.387616692188674, 48.83933632978004], ""type"": ""Point""}";48.83933632978004,2.387616692188674
3598;131 RUE LEON MAURICE NORDMANN;75013;Paris;2020;ELOGIE SIEMP;2;2;;;;acquisition conventionnement;;13;logement familial;651865.68;6859517.107;;
3608;17 RUE DES PETITS CHAMPS;75001;Paris;2020;ELOGIE SIEMP;1;1;;;;acquisition conventionnement;;1;logement familial;651431.639;6863139.055;;
3643;46-48, BD DE REUILLY 38, RUE TAINE;75012;Paris;2020;RIVP;36;;;;36;acquisition réhabilitation;;12;logement familial;655524.04;6860050.3;;
3650;5, RUE SIMONET;75013;Paris;2020;RIVP;15;;;;15;construction neuve;;13;logement familial;652451.802;6858904.489;;
3671;72 RUE DU FAUBOURG SAINT DENIS;75010;Paris;2020;RIVP;18;;5;;13;acquisition réhabilitation;;10;logement familial;652663.118;6863855.426;;
15960;27-31, AVENUE DE FLANDRE;75019;Paris;2019;France HABITATION;14;0;0;0;14;acquisition conventionnement;;19;logement familial;653841.274;6865294.475;"{""coordinates"": [2.370547530912515, 48.88600926579664], ""type"": ""Point""}";48.88600926579664,2.370547530912515
15978;21-37, RUE BELGRAND;75020;Paris;2019;PARIS HAB;53;0;0;0;53;acquisition conventionnement;;20;logement familial;656428.035;6862905.517;"{""coordinates"": [2.406066065540327, 48.86470608272931], ""type"": ""Point""}";48.86470608272931,2.406066065540327
2341;202, RUE DE LA CONVENTION;75015;Paris;2013;PARIS HAB;13;5;5;0;3;acquisition conventionnement;;15;logement familial;648384.5297;6859890.5659;"{""coordinates"": [2.2967955487484772, 48.836998619565755], ""type"": ""Point""}";48.836998619565755,2.2967955487484772
2370;PORTE DES LILAS RUE PAUL MEURICE LOT D1;75020;Paris;2013;PARIS HAB;36;0;0;0;36;construction neuve;;20;foyer pour personnes handicapées;656863.1704;6864049.8281;"{""coordinates"": [2.411881045800204, 48.875025989911165], ""type"": ""Point""}";48.875025989911165,2.411881045800204
2148;7-11, RUE NICOLAS HOUEL;75005;Paris;2012;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;5;logement familial;653149.1762;6860387.8489;"{""coordinates"": [2.361650916747136, 48.841834699889645], ""type"": ""Point""}";48.841834699889645,2.361650916747136
2153;PORTE DE MONTREUIL - ILOT LAGNY-DAVOUT LOT 2, RUE DE LAGNY;75020;Paris;2012;PARIS HAB;23;0;0;0;23;construction neuve;;20;logement familial;655941.9169;6861137.6355;"{""coordinates"": [2.399623216351082, 48.848774550332536], ""type"": ""Point""}";48.848774550332536,2.399623216351082
2161;144, AV JEAN JAURES;75019;Paris;2012;RES.L.F.;6;0;6;0;0;construction neuve;;19;logement familial;655021.0702;6865387.3717;"{""coordinates"": [2.386625555978269, 48.88692815272958], ""type"": ""Point""}";48.88692815272958,2.386625555978269
2182;154, AVENUE VICTOR HUGO;75016;Paris;2012;RIVP;9;0;9;0;0;construction neuve;;16;foyer pour personnes handicapées;647041.3185;6863209.3321;"{""coordinates"": [2.278083404346661, 48.866734882050125], ""type"": ""Point""}";48.866734882050125,2.278083404346661
2188;2-6 RUE DE LA FONTAINE A MULARD;75013;Paris;2012;RIVP;19;0;0;0;19;acquisition conventionnement;;13;logement familial;652258.0792;6858372.0891;"{""coordinates"": [2.3497363103624442, 48.82364137556832], ""type"": ""Point""}";48.82364137556832,2.3497363103624442
2189;27, RUE FRANCOIS BONVIN;75015;Paris;2012;RIVP;6;2;2;0;2;construction neuve;;15;logement familial;649073.6036;6860724.6213;"{""coordinates"": [2.306083086523122, 48.844554090395455], ""type"": ""Point""}";48.844554090395455,2.306083086523122
2224;4, RUE GUSTAVE GOUBLIER;75010;Paris;2012;SIEMP;8;2;6;0;0;construction neuve;;10;logement familial;652751.676;6863623.5273;"{""coordinates"": [2.355875537928532, 48.87090384846176], ""type"": ""Point""}";48.87090384846176,2.355875537928532
2239;36-38, PLACE JEANNE D'ARC;75013;Paris;2012;TOIT&JOIE;1;0;1;0;0;acquisition conventionnement;;13;logement familial;653596.2782;6859122.7719;"{""coordinates"": [2.36788046650619, 48.8304901047939], ""type"": ""Point""}";48.8304901047939,2.36788046650619
3437;36, RUE DES BERGERS;75015;Paris;2018;SNL-PROLOG;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;647271.683;6860620.273;"{""coordinates"": [2.281544602966041, 48.84347076467503], ""type"": ""Point""}";48.84347076467503,2.281544602966041
3441;73, BD PONIATOWSKI;75012;Paris;2018;TOIT&JOIE;9;9;0;0;0;construction neuve;;12;résidence sociale pour démuni;656125.061;6859457.404;"{""coordinates"": [2.402292125660914, 48.833676598756476], ""type"": ""Point""}";48.833676598756476,2.402292125660914
3022;87, AVENUE LEDRU ROLLIN;75012;Paris;2016;SIEMP;3;3;0;0;0;acquisition réhabilitation;;12;logement familial;654196.836;6861419.286;"{""coordinates"": [2.37581373970937, 48.85118573998283], ""type"": ""Point""}";48.85118573998283,2.37581373970937
3043;101, RUE DU FAUBOURG SAINT DENIS;75010;Paris;2016;SNL;1;1;0;0;0;acquisition réhabilitation;;10;logement familial;652730.015;6864053.249;"{""coordinates"": [2.35553243960686, 48.87476665077252], ""type"": ""Point""}";48.87476665077252,2.35553243960686
3084;2-4, RUE CRESPIN DU GAST 148, RUE OBERKAMPF;75011;Paris;2017;HAB.CONF.;64;64;0;0;0;construction neuve;;11;foyer pour jeunes travailleurs ou résidence pour jeunes;654617.241;6863103.154;"{""coordinates"": [2.381362830222231, 48.86635837163764], ""type"": ""Point""}";48.86635837163764,2.381362830222231
3105;HOPITAL BROUSSAIS;75014;Paris;2017;IMM 3F;38;0;0;0;38;construction neuve;;14;logement familial;649692.787;6858832.42;"{""coordinates"": [2.3147433233420323, 48.82758609410632], ""type"": ""Point""}";48.82758609410632,2.3147433233420323
3109;16-24 RUE ABEL HOVELACQUE;75013;Paris;2017;LOGIS.TR.;52;15;22;0;15;construction neuve;;13;logement familial;652515.409;6859380.071;"{""coordinates"": [2.353128617745034, 48.83272530092068], ""type"": ""Point""}";48.83272530092068,2.353128617745034
3110;18, AVENUE DE LA PORTE DE LA VILLETTE;75019;Paris;2017;LOGIS.TR.;112;0;90;0;22;construction neuve;;19;résidence pour étudiants;655111.169;6866763.625;"{""coordinates"": [2.387708650549432, 48.89931059223375], ""type"": ""Point""}";48.89931059223375,2.387708650549432
15979;48,58,61 RUE DE LA CHINE;75020;Paris;2019;PARIS HAB;68;0;68;0;0;acquisition conventionnement;;20;logement familial;655739.45;6863436.712;"{""coordinates"": [2.39662492733117, 48.869436099719906], ""type"": ""Point""}";48.869436099719906,2.39662492733117
16000;5 RUE SIDI BRAHIM;75012;Paris;2019;ELOGIE SIEMP;6;0;0;0;6;acquisition réhabilitation;;12;logement familial;655930.871;6860009.81;"{""coordinates"": [2.399589558598469, 48.83863120021436], ""type"": ""Point""}";48.83863120021436,2.399589558598469
16009;6 RUE RICHARD LENOIR;75011;Paris;2019;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;11;logement familial;654689.733;6861787.718;"{""coordinates"": [2.3824911938913163, 48.85453388706306], ""type"": ""Point""}";48.85453388706306,2.3824911938913163
16019;74, AVENUE DENFERT ROCHEREAU ILOT PETIT (SAINT VINCENT DE PAUL);75014;Paris;2019;RIVP;68;0;68;0;0;construction neuve;;14;logement familial;651205.861;6859923.954;"{""coordinates"": [2.335227410461215, 48.83751866516411], ""type"": ""Point""}";48.83751866516411,2.335227410461215
2537;23, BOULEVARD DU TEMPLE;75003;Paris;2014;PARIS HAB;24;12;12;0;0;construction neuve;;3;logement familial;653450.3106;6862929.368;"{""coordinates"": [2.365475477048228, 48.86471226588212], ""type"": ""Point""}";48.86471226588212,2.365475477048228
2787;20-26, RUE DE CRONSTADT;75015;Paris;2015;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;15;logement familial;648729.1006;6859554.1694;"{""coordinates"": [2.301530244100284, 48.834000901177745], ""type"": ""Point""}";48.834000901177745,2.301530244100284
2789;32 BD DU MONTPARNASSE ET 123 RUE DU CHERCHE MIDI;75015;Paris;2015;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;15;logement familial;650029.2753;6860798.2782;"{""coordinates"": [2.319095647445896, 48.84529130420134], ""type"": ""Point""}";48.84529130420134,2.319095647445896
2822;3-19, RUE PAUL HENRI GRAUWIN 4-16, RUE JEAN BOUTON;75012;Paris;2015;RIVP;202;60;82;0;60;acquisition conventionnement;;12;logement familial;654336.28407;6860685.7886;"{""coordinates"": [2.377792764065738, 48.84459929595893], ""type"": ""Point""}";48.84459929595893,2.377792764065738
2825;7-9, AVENUE LEON BOLLEE;75013;Paris;2015;RIVP;15;0;0;0;15;construction neuve;;13;logement familial;653317.49454;6857792.1393;"{""coordinates"": [2.36422893063967, 48.81850336040832], ""type"": ""Point""}";48.81850336040832,2.36422893063967
2826;115, BD JOURDAN 20, AVENUE PAUL APPELL;75014;Paris;2015;RIVP;2;2;0;0;0;acquisition réhabilitation;;14;logement familial;650594.0812;6858276.7229;"{""coordinates"": [2.327084152817392, 48.822658347414375], ""type"": ""Point""}";48.822658347414375,2.327084152817392
2840;230, RUE DE COURCELLES;75017;Paris;2015;RIVP;12;7;5;0;0;construction neuve;opération abandonnée;17;logement familial;648183.21787;6865699.5853;"{""coordinates"": [2.293344802223435, 48.8892217927761], ""type"": ""Point""}";48.8892217927761,2.293344802223435
2849;109-121, BOULEVARD MORTIER;75020;Paris;2015;RIVP;10;0;0;0;10;construction neuve;;20;logement familial;656603.78662;6863688.141;"{""coordinates"": [2.408381736222061, 48.87175597695732], ""type"": ""Point""}";48.87175597695732,2.408381736222061
2663;GROUPE MORILLONS 59 RUE DES MORILLONS;75015;Paris;2007;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;15;logement familial;648762.9433;6859380.4061;"{""coordinates"": [2.302012187612996, 48.83244093111556], ""type"": ""Point""}";48.83244093111556,2.302012187612996
2698;13, RUE BOULAY;75017;Paris;2015;AXIMO;1;0;1;0;0;acquisition conventionnement;;17;logement familial;649925.64181;6866154.7188;"{""coordinates"": [2.317052349085272, 48.893452492420145], ""type"": ""Point""}";48.893452492420145,2.317052349085272
2716;36, RUE SIBUET;75012;Paris;2015;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;656145.4611;6860582.3718;"{""coordinates"": [2.402454052963237, 48.84379493034688], ""type"": ""Point""}";48.84379493034688,2.402454052963237
2726;6, RUE AIME MOROT;75013;Paris;2015;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652249.56224;6857969.6241;"{""coordinates"": [2.349665457220698, 48.82002130298935], ""type"": ""Point""}";48.82002130298935,2.349665457220698
2747;37, BD DE BELLEVILLE 103, RUE JEAN-PIERRE TIMBAUD;75011;Paris;2015;HAB.CONF.;24;24;0;0;0;construction neuve;;11;maison relais;654535.7681;6863397.853;"{""coordinates"": [2.380220743679677, 48.869002807763174], ""type"": ""Point""}";48.869002807763174,2.380220743679677
2766;62, RUE BEAUNIER;75014;Paris;2015;LOG.FR.;7;0;0;0;7;acquisition conventionnement;;14;logement familial;650566.79204;6858501.9818;"{""coordinates"": [2.326686327194497, 48.8246820418151], ""type"": ""Point""}";48.8246820418151,2.326686327194497
2782;BRUNESEAU NORD LOT B1B3;75013;Paris;2015;PARIS HAB;100;30;40;0;30;construction neuve;;13;logement familial;654691.5994;6858549.6401;"{""coordinates"": [2.382861523992737, 48.82541376239779], ""type"": ""Point""}";48.82541376239779,2.382861523992737
2988;6-16, RUE MOUSSET ROBERT;75012;Paris;2016;RIVP;24;13;8;0;3;acquisition réhabilitation;;12;logement familial;656318.282;6860498.283;"{""coordinates"": [2.40481739419755, 48.843050453042885], ""type"": ""Point""}";48.843050453042885,2.40481739419755
3012;72 RUE DE CLICHY;75009;Paris;2016;SIEMP;1;1;0;0;0;acquisition conventionnement;;9;logement familial;650727.561;6864898.822;"{""coordinates"": [2.328134667615247, 48.882220551660566], ""type"": ""Point""}";48.882220551660566,2.328134667615247
3171;5, IMPASSE SAINTE HENRIETTE;75018;Paris;2017;RIVP;7;2;2;0;3;construction neuve;;18;logement familial;651846.103;6866507.404;"{""coordinates"": [2.343203644540687, 48.89677055055786], ""type"": ""Point""}";48.89677055055786,2.343203644540687
3208;80, RUE SAINT DENIS;75001;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;1;logement familial;652267.462;6862638.797;"{""coordinates"": [2.349385278029539, 48.86201263886935], ""type"": ""Point""}";48.86201263886935,2.349385278029539
3222;22-24 RUE JACOB;75006;Paris;2017;AXIMO;6;3;3;0;0;acquisition conventionnement;;6;logement familial;651227.335;6861878.991;"{""coordinates"": [2.335295747446335, 48.855101886863864], ""type"": ""Point""}";48.855101886863864,2.335295747446335
3226;29 RUE DE SEINE;75006;Paris;2017;AXIMO;4;2;2;0;0;acquisition conventionnement;;6;logement familial;651334.013;6861989.068;"{""coordinates"": [2.336736952252997, 48.856099865401234], ""type"": ""Point""}";48.856099865401234,2.336736952252997
3227;33 RUE BONAPARTE;75006;Paris;2017;AXIMO;1;1;0;0;0;acquisition conventionnement;;6;logement familial;651118.379;6861847.673;"{""coordinates"": [2.333814498500559, 48.85481198954969], ""type"": ""Point""}";48.85481198954969,2.333814498500559
2862;118-144, BOULEVARD SUCHET;75016;Paris;2015;SIEMP;38;22;16;0;0;acquisition conventionnement;;16;logement familial;645787.10892;6861638.5852;"{""coordinates"": [2.261187723087162, 48.852505142597565], ""type"": ""Point""}";48.852505142597565,2.261187723087162
2864;40-44, RUE MARX DORMOY;75018;Paris;2015;SIEMP;44;10;18;0;16;construction neuve;;18;logement familial;653058.68607;6865430.4399;"{""coordinates"": [2.35986105133373, 48.887175376239725], ""type"": ""Point""}";48.887175376239725,2.35986105133373
2880;43-45, RUE DU BORREGO;75020;Paris;2016;ANTIN;17;17;0;0;0;construction neuve;;20;foyer pour jeunes travailleurs ou résidence pour jeunes;656113.277;6863882.989;"{""coordinates"": [2.401674771825138, 48.87347497323393], ""type"": ""Point""}";48.87347497323393,2.401674771825138
2890;3, RUE LEBON;75017;Paris;2016;AXIMO;1;1;0;0;0;acquisition conventionnement;;17;logement familial;648105.09;6864740.386;"{""coordinates"": [2.292396604709189, 48.880589787957945], ""type"": ""Point""}";48.880589787957945,2.292396604709189
2907;8 RUE BOULAY;75017;Paris;2016;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;17;logement familial;649945.726;6866158.775;"{""coordinates"": [2.317325778940514, 48.893490529904746], ""type"": ""Point""}";48.893490529904746,2.317325778940514
2947;"43, RUE DE FECAMP
8-12 RUE TOURNEUX
2-34 RUE EDOUARD ROBERT";75012;Paris;2016;PARIS HAB;3;3;0;0;0;construction neuve;;12;logement familial;656003.05;6859758.66;"{""coordinates"": [2.40059888196534, 48.83637751387804], ""type"": ""Point""}";48.83637751387804,2.40059888196534
2956;7-7BIS RUE SCHEFFER;75016;Paris;2016;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;16;logement familial;647464.769;6862526.909;"{""coordinates"": [2.283939791536704, 48.86063267653929], ""type"": ""Point""}";48.86063267653929,2.283939791536704
2957;7, BOULEVARD GOUVION SAINT CYR 92, RUE LAUGIER;75017;Paris;2016;PARIS HAB;14;8;6;0;0;acquisition réhabilitation;;17;logement familial;648020.252;6865251.818;"{""coordinates"": [2.291177276333661, 48.88518206569028], ""type"": ""Point""}";48.88518206569028,2.291177276333661
2976;12, RUE JEAN BART;75006;Paris;2016;RIVP;8;4;4;0;0;construction neuve;;6;logement familial;650896.698;6861020.618;"{""coordinates"": [2.330888963229309, 48.84735748353587], ""type"": ""Point""}";48.84735748353587,2.330888963229309
3260;41, RUE DE BERCY;75012;Paris;2017;RIVP;12;3;6;0;3;acquisition conventionnement;;12;logement familial;654754.73;6859847.01;"{""coordinates"": [2.383583433774374, 48.837085625056204], ""type"": ""Point""}";48.837085625056204,2.383583433774374
3267;22-32 RUE DES LILAS;75019;Paris;2018;1001 VIES HABITAT;93;0;0;0;93;acquisition conventionnement;;19;logement familial;655750.053;6864567.201;"{""coordinates"": [2.396651711414321, 48.87960309080399], ""type"": ""Point""}";48.87960309080399,2.396651711414321
3294;7 RUE DU ROI D'ALGER;75018;Paris;2018;AXIMO;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652129.244;6866350.524;"{""coordinates"": [2.347083069871865, 48.89538091147181], ""type"": ""Point""}";48.89538091147181,2.347083069871865
3306;ZAC PRG LOT M5A2 -12-16 BD JEAN SIMON 9-11, RUE JEAN ANTOINE DE BAIF (projet INVIVO);75013;Paris;2018;EFIDIS;140;0;70;0;70;construction neuve;;13;résidence pour étudiants;654758.031;6858778.159;"{""coordinates"": [2.383742049658342, 48.8274735395133], ""type"": ""Point""}";48.8274735395133,2.383742049658342
3123;18-20, RUE DE L'INGENIEUR ROBERT KELLER;75015;Paris;2017;PARIS HAB;17;8;6;0;3;construction neuve;;15;logement familial;647371.428;6861076.134;"{""coordinates"": [2.2828472030050913, 48.847578443706354], ""type"": ""Point""}";48.847578443706354,2.2828472030050913
3130;27, RUE DU CAIRE;75002;Paris;2017;PARIS HAB;8;3;3;0;2;acquisition réhabilitation;;2;logement familial;652352.959;6863253.577;"{""coordinates"": [2.350481658665975, 48.867547585632636], ""type"": ""Point""}";48.867547585632636,2.350481658665975
3145;10-14, RUE LABROUSTE;75015;Paris;2017;RES.L.F.;22;0;0;0;22;construction neuve;;15;logement familial;649318.174;6859752.645;"{""coordinates"": [2.3095312092601192, 48.83583239227607], ""type"": ""Point""}";48.83583239227607,2.3095312092601192
632;76, RUE DE RENNES;75006;Paris;2006;RIVP;45;0;15;0;30;acquisition réhabilitation;;6;logement familial;650881.3489;6861456.4453;"{""coordinates"": [2.330629474402838, 48.85127568452376], ""type"": ""Point""}";48.85127568452376,2.330629474402838
640;2-4 ET 9-11 SQUARE AUGUSTE RENOIR ET 4-6 SQUARE ANDRE  LICHTENBERGER;75014;Paris;2006;SABLIERE;368;0;368;0;0;acquisition conventionnement;;14;logement familial;649260.7261;6858851.8526;"{""coordinates"": [2.308856014266534, 48.82772698777149], ""type"": ""Point""}";48.82772698777149,2.308856014266534
652;95 RUE VILLIERS DE L'ISLE ADAM;75020;Paris;2006;FREHA;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;655905.266;6863331.1099;"{""coordinates"": [2.398896259510594, 48.86849780932613], ""type"": ""Point""}";48.86849780932613,2.398896259510594
664;270, AVENUE DAUMESNIL;75012;Paris;2006;PARIS HAB;20;0;10;0;10;construction neuve;;12;logement familial;656325.4912;6859702.193;"{""coordinates"": [2.404997352978308, 48.83589163110113], ""type"": ""Point""}";48.83589163110113,2.404997352978308
678;170, RUE SAINT CHARLES - 55 RUE DES BERGERS;75015;Paris;2006;PARIS HAB;48;10;38;0;0;acquisition conventionnement;;15;logement familial;647217.3905;6860395.9254;"{""coordinates"": [2.280832715853213, 48.84144877302331], ""type"": ""Point""}";48.84144877302331,2.280832715853213
847;23, RUE DE VARIZE - 40-44, RUE GENERAL DELESTRAINT;75016;Paris;2007;PARIS HAB;16;16;0;0;0;construction neuve;opération abandonnée;16;logement familial;645486.2711;6860461.7714;"{""coordinates"": [2.2572390056463583, 48.841896804946174], ""type"": ""Point""}";48.841896804946174,2.2572390056463583
13;41, RUE DE TREVISE;75009;Paris;2001;RIVP;24;24;0;0;0;acquisition réhabilitation;;9;logement familial;651984.8654;6864118.2482;"{""coordinates"": [2.3453663651024153, 48.875296048961054], ""type"": ""Point""}";48.875296048961054,2.3453663651024153
22;4 RUE DE LA QUINTINIE 20 RUE DE LA PROCESSION;75015;Paris;2001;LOG.FR.;35;4;31;0;0;construction neuve;;15;logement familial;649061.2555;6860112.8039;"{""coordinates"": [2.305988110657758, 48.83905105203309], ""type"": ""Point""}";48.83905105203309,2.305988110657758
33;ZAC PRG LOT M7- 42-56, RUE DU CHEVALERET -  44-48 RUE THOMAS MANN;75013;Paris;2001;SABLIERE;78;0;78;0;0;construction neuve;;13;logement familial;654231.1184;6858916.0733;"{""coordinates"": [2.3765502385634703, 48.82867662636486], ""type"": ""Point""}";48.82867662636486,2.3765502385634703
51;73 RUE DE WATTIGNIES;75012;Paris;2001;RIVP;24;0;0;0;24;acquisition conventionnement;;12;logement familial;655922.3961;6859612.7886;"{""coordinates"": [2.399515232551075, 48.83506016413678], ""type"": ""Point""}";48.83506016413678,2.399515232551075
965;246, RUE DE BERCY;75012;Paris;2007;RIVP;202;0;202;0;0;construction neuve;;12;résidence pour étudiants;653679.8612;6860997.1489;"{""coordinates"": [2.368814906132818, 48.84735251010637], ""type"": ""Point""}";48.84735251010637,2.368814906132818
818;8 - 8 BIS , RUE POLONCEAU;75018;Paris;2007;PARIS HAB;13;0;0;0;13;acquisition réhabilitation;;18;logement familial;652665.217;6865224.3228;"{""coordinates"": [2.354518525796911, 48.88529302801997], ""type"": ""Point""}";48.88529302801997,2.354518525796911
479;106 RUE DU CHEMIN VERT;75011;Paris;2005;FREHA;1;1;0;0;0;acquisition réhabilitation;;11;logement familial;654672.5944;6862547.527;"{""coordinates"": [2.382176612043091, 48.861365585216355], ""type"": ""Point""}";48.861365585216355,2.382176612043091
491;4-6 VILLA DE L'ASTROLABE;75015;Paris;2005;FREHA;3;3;0;0;0;acquisition réhabilitation;;15;logement familial;650024.4975;6860677.6925;"{""coordinates"": [2.319044717522101, 48.84420651003768], ""type"": ""Point""}";48.84420651003768,2.319044717522101
523;3 RUE DES PROUVAIRES;75001;Paris;2005;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;1;logement familial;651873.7269;6862577.544;"{""coordinates"": [2.344025683400801, 48.86143250378385], ""type"": ""Point""}";48.86143250378385,2.344025683400801
534;15-17, RUE JULIEN LACROIX;75020;Paris;2005;PARIS HAB;8;2;6;0;0;construction neuve;;20;logement familial;654947.9435;6863372.969;"{""coordinates"": [2.385842027811471, 48.86880799215433], ""type"": ""Point""}";48.86880799215433,2.385842027811471
536;EMILE DUPLOYE LOT 5 - 6, RUE ERNESTINE;75018;Paris;2005;PARIS HAB;8;0;8;0;0;construction neuve;;18;logement familial;652676.7951;6865634.4248;"{""coordinates"": [2.354630697700208, 48.888981786914535], ""type"": ""Point""}";48.888981786914535,2.354630697700208
541;15-17 RUE EMILE DUPLOYE;75018;Paris;2005;PARIS HAB;6;0;6;0;0;construction neuve;;18;logement familial;652714.6988;6865670.3039;"{""coordinates"": [2.355143589850103, 48.88930721967888], ""type"": ""Point""}";48.88930721967888,2.355143589850103
545;94 RUE DE CHARONNE;75011;Paris;2005;IMM 3F;300;120;90;0;90;acquisition réhabilitation;;11;résidence sociale pour démuni;654705.9524;6861729.508;"{""coordinates"": [2.382718431717193, 48.8540115477527], ""type"": ""Point""}";48.8540115477527,2.382718431717193
205;8-10, RUE DU TEXEL;75014;Paris;2003;ELOGIE;28;7;21;0;0;acquisition conventionnement;;14;logement familial;650068.7573;6859858.3491;"{""coordinates"": [2.319743938397098, 48.83684158175777], ""type"": ""Point""}";48.83684158175777,2.319743938397098
