Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
309;81-83 RUE DE LA CHAPELLE 1 ET 2 IMPASSE DU GUE;75018;Paris;2004;PARIS HAB;22;0;22;0;0;acquisition réhabilitation;;18;logement familial;652982.6656;6866549.8278;"{""coordinates"": [2.358700430996225, 48.897236062178955], ""type"": ""Point""}";48.897236062178955,2.358700430996225
201;19-23  RUE DU DOCTEUR FINLAY;75015;Paris;2003;PARIS HAB;178;53;107;0;18;acquisition conventionnement;;15;logement familial;647798.6036;6861594.437;"{""coordinates"": [2.288604244042196, 48.85227423878985], ""type"": ""Point""}";48.85227423878985,2.288604244042196
220;96, RUE DES MOINES;75017;Paris;2003;RES.L.F.;43;0;0;0;43;acquisition conventionnement;;17;logement familial;650292.5368;6865963.0786;"{""coordinates"": [2.322078501306077, 48.89175758395141], ""type"": ""Point""}";48.89175758395141,2.322078501306077
225;8 A 10, RUE DES LILAS 27-33 RUE DU PRE-SAINT GERVAIS;75019;Paris;2003;SAGI;69;0;22;0;47;construction neuve;;19;logement familial;655696.6862;6864441.9836;"{""coordinates"": [2.39593714404961, 48.878473371059066], ""type"": ""Point""}";48.878473371059066,2.39593714404961
227;29 RUE NAVARIN;75009;Paris;2003;M.BLANCHE;16;16;0;0;0;acquisition réhabilitation;;9;maison relais;651433.323;6864627.559;"{""coordinates"": [2.337788807735881, 48.87983478297197], ""type"": ""Point""}";48.87983478297197,2.337788807735881
228;4, RUE ERNEST RENAN;75015;Paris;2003;ELOGIE;28;0;18;0;10;acquisition réhabilitation;;15;logement familial;649311.0261;6860667.7717;"{""coordinates"": [2.309324786765274, 48.84406156410919], ""type"": ""Point""}";48.84406156410919,2.309324786765274
247;2-2 BIS, RUE EDMOND FLAMAND;75013;Paris;2003;FREHA;25;25;0;0;0;acquisition réhabilitation;opération abandonnée;13;logement familial;653879.2966;6859840.4941;"{""coordinates"": [2.371657830809851, 48.83696497219188], ""type"": ""Point""}";48.83696497219188,2.371657830809851
284;4, CITE LEROY;75020;Paris;2003;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;655472.2671;6863586.1657;"{""coordinates"": [2.392967078551694, 48.870761696246774], ""type"": ""Point""}";48.870761696246774,2.392967078551694
296;162, RUE DE PICPUS;75012;Paris;2003;IMM 3F;48;0;0;0;48;construction neuve;;12;logement familial;656258.452;6859553.8289;"{""coordinates"": [2.404099327847005, 48.83455282762253], ""type"": ""Point""}";48.83455282762253,2.404099327847005
87;129 BD NEY;75018;Paris;2002;RIVP;70;0;70;0;0;acquisition conventionnement;;18;logement familial;651090.569;6866596.5432;"{""coordinates"": [2.332888733534373, 48.89751518238623], ""type"": ""Point""}";48.89751518238623,2.332888733534373
97;62, AVENUE MICHEL BIZOT;75012;Paris;2002;DOMAXIS;24;9;15;0;0;acquisition réhabilitation;;12;logement familial;656106.6107;6859651.4478;"{""coordinates"": [2.402020768610266, 48.83542040342522], ""type"": ""Point""}";48.83542040342522,2.402020768610266
118;54 BIS, AVENUE MOZART;75016;Paris;2002;PARIS HAB;27;7;20;0;0;acquisition conventionnement;;16;logement familial;646395.3343;6861905.1002;"{""coordinates"": [2.269442529196796, 48.854952762736175], ""type"": ""Point""}";48.854952762736175,2.269442529196796
137;9 AV PIERRE 1ER DE SERBIE;75016;Paris;2002;PARIS HAB;17;5;12;0;0;acquisition réhabilitation;;16;logement familial;648308.7242;6863074.0439;"{""coordinates"": [2.295375820328187, 48.8656212237257], ""type"": ""Point""}";48.8656212237257,2.295375820328187
154;13 BIS PASSAGE SAINT SEBASTIEN;75011;Paris;2002;SAGECO;52;52;0;0;0;acquisition réhabilitation;;11;foyer pour jeunes travailleurs ou résidence pour jeunes;653810.5527;6862628.7087;"{""coordinates"": [2.370418448304454, 48.86203440900378], ""type"": ""Point""}";48.86203440900378,2.370418448304454
170;3-5, RUE NEUVE DE LA CHARDONNIERE  46 BD ORNANO;75018;Paris;2002;SAGI;77;0;77;0;0;construction neuve;;18;résidence pour étudiants;652179.7376;6866277.3778;"{""coordinates"": [2.34777996915063, 48.89472689043853], ""type"": ""Point""}";48.89472689043853,2.34777996915063
174;6-16 RUE DAUBIGNY;75017;Paris;2002;SAGI;121;0;121;0;0;acquisition réhabilitation;;17;logement familial;649328.9005;6865182.2995;"{""coordinates"": [2.309030056548948, 48.88466122377666], ""type"": ""Point""}";48.88466122377666,2.309030056548948
435;LOT 4 - 14, IMPASSE ROBERT 115 RUE CHAMPIONNET;75018;Paris;2004;SIEMP;6;0;0;0;6;construction neuve;;18;logement familial;651558.8131;6866303.039;"{""coordinates"": [2.339308651096951, 48.89491122961326], ""type"": ""Point""}";48.89491122961326,2.339308651096951
438;63, RUE DE CHABROL;75010;Paris;2004;SEMIDEP;25;0;25;0;0;acquisition réhabilitation;;10;logement familial;652385.1841;6864316.9252;"{""coordinates"": [2.350801754302657, 48.87711242226005], ""type"": ""Point""}";48.87711242226005,2.350801754302657
446;9A ET 9B, RUE DE LUNEVILLE;75019;Paris;2004;PARIS HAB;50;0;0;0;50;construction neuve;;19;résidence pour étudiants;655087.8996;6865335.5084;"{""coordinates"": [2.387542352730885, 48.8864664269344], ""type"": ""Point""}";48.8864664269344,2.387542352730885
451;98, RUE RAMBUTEAU;75001;Paris;2005;SEM CENTRE;4;2;2;0;0;acquisition réhabilitation;;1;logement familial;652173.8342;6862695.5816;"{""coordinates"": [2.348102759548187, 48.86251635013178], ""type"": ""Point""}";48.86251635013178,2.348102759548187
16070;9, BOULEVARD BRUNE;75014;Paris;2019;PARIS HAB;10;0;10;0;0;acquisition conventionnement;;14;logement familial;649049.024;6858857.72;"{""coordinates"": [2.305971764178908, 48.82776305454853], ""type"": ""Point""}";48.82776305454853,2.305971764178908
16118;23 RUE CAMILLE DESMOULINS;75011;Paris;2019;PARIS HAB;14;14;0;0;0;acquisition conventionnement;;11;logement familial;654680.578;6862327.299;"{""coordinates"": [2.38230890704702, 48.85938565782847], ""type"": ""Point""}";48.85938565782847,2.38230890704702
16833;98 QUAI DE LA RAPEE;75012;Paris;2019;ELOGIE SIEMP;3;0;0;0;3;acquisition réhabilitation;;12;logement familial;653580.147;6860859.711;"{""coordinates"": [2.367471202448612, 48.846109355171485], ""type"": ""Point""}";48.846109355171485,2.367471202448612
16873;17 RUE ESQUIROL;75013;Paris;2019;AXIMO;1;0;0;0;1;acquisition réhabilitation;;13;logement familial;653075.957;6859562.961;"{""coordinates"": [2.360744325586354, 48.83441110323954], ""type"": ""Point""}";48.83441110323954,2.360744325586354
321;74-76, RUE DAGUERRE 22-24, RUE DEPARCIEUX (LA BELIERE);75014;Paris;2004;RIVP;8;0;8;0;0;construction neuve;;14;logement familial;650497.2211;6859705.6921;"{""coordinates"": [2.325598744909461, 48.835501783736206], ""type"": ""Point""}";48.835501783736206,2.325598744909461
335;6, RUE MORNAY;75004;Paris;2004;SEM CENTRE;16;0;16;0;0;acquisition réhabilitation;;4;logement familial;653366.9647;6861275.1399;"{""coordinates"": [2.3645208951195, 48.849829909227765], ""type"": ""Point""}";48.849829909227765,2.3645208951195
389;12 RUE MESNIL;75016;Paris;2004;PARIS HAB;23;4;15;0;4;acquisition conventionnement;;16;logement familial;647489.9006;6863364.2935;"{""coordinates"": [2.284178853332435, 48.86816513706326], ""type"": ""Point""}";48.86816513706326,2.284178853332435
704;58, RUE DES MOINES;75017;Paris;2006;LOGIKIA;11;8;3;0;0;acquisition réhabilitation;;17;logement familial;650212.1241;6865817.4028;"{""coordinates"": [2.320998952731282, 48.89044136700532], ""type"": ""Point""}";48.89044136700532,2.320998952731282
709;10, RUE DE LA ROQUETTE;75011;Paris;2006;IMM 3F;3;0;3;0;0;acquisition conventionnement;;11;logement familial;653819.9886;6861682.5595;"{""coordinates"": [2.370649843500328, 48.85352644735756], ""type"": ""Point""}";48.85352644735756,2.370649843500328
746;16, CITE TREVISE;75009;Paris;2006;PARIS HAB;6;0;6;0;0;acquisition conventionnement;;9;logement familial;652107.3141;6864081.347;"{""coordinates"": [2.34703990268775, 48.87497332325134], ""type"": ""Point""}";48.87497332325134,2.34703990268775
765;6-8 PASSAGE DE LA BRIE;75019;Paris;2006;SIEMP;9;0;0;0;9;acquisition réhabilitation;;19;logement familial;653962.3267;6864727.2837;"{""coordinates"": [2.372259707797335, 48.88091734761758], ""type"": ""Point""}";48.88091734761758,2.372259707797335
557;21-25, RUE RAMPONEAU;75020;Paris;2005;PARIS HAB;20;0;20;0;0;construction neuve;;20;logement familial;654515.1803;6863652.5018;"{""coordinates"": [2.379912837032748, 48.87129136548559], ""type"": ""Point""}";48.87129136548559,2.379912837032748
558;39 ET 41 RUE DU MOULIN DE LA POINTE 10-12 ET 15 RUE BOURGON;75013;Paris;2005;SIEMP;9;9;0;0;0;acquisition réhabilitation;;13;logement familial;652764.6409;6858301.5907;"{""coordinates"": [2.356643395754764, 48.823044688500595], ""type"": ""Point""}";48.823044688500595,2.356643395754764
573;108, RUE BRANCION;75015;Paris;2005;SEMIDEP;11;4;7;0;0;acquisition réhabilitation;;15;logement familial;648734.7375;6859083.2569;"{""coordinates"": [2.301663767063376, 48.829766406807344], ""type"": ""Point""}";48.829766406807344,2.301663767063376
583;126 RUE DE CHARONNE;75011;Paris;2005;FREHA;4;4;0;0;0;acquisition réhabilitation;;11;logement familial;655016.1247;6861838.8654;"{""coordinates"": [2.386933816277856, 48.85501672529027], ""type"": ""Point""}";48.85501672529027,2.386933816277856
589;164-168, BD DE LA VILLETTE ET 8-14 CITE LEPAGE;75019;Paris;2005;SIEMP;30;0;0;0;30;construction neuve;;19;logement familial;653835.4672;6864683.2309;"{""coordinates"": [2.370534794214739, 48.88051211082081], ""type"": ""Point""}";48.88051211082081,2.370534794214739
592;21, RUE BISSON;75020;Paris;2005;RIVP;10;0;0;0;10;construction neuve;;20;logement familial;654570.5867;6863583.2256;"{""coordinates"": [2.380675559775428, 48.870672287888056], ""type"": ""Point""}";48.870672287888056,2.380675559775428
594;23, RUE VICQ D'AZIR;75010;Paris;2005;LOGICIL;10;0;0;0;10;construction neuve;;10;logement familial;653879.0956;6864202.9841;"{""coordinates"": [2.37118179967423, 48.87619649905865], ""type"": ""Point""}";48.87619649905865,2.37118179967423
595;22-24 RUE BALARD 2 RUE DES CEVENNES;75015;Paris;2005;RIVP;156;156;0;0;0;acquisition réhabilitation;;15;foyer pour jeunes travailleurs ou résidence pour jeunes;646952.5152;6860646.4739;"{""coordinates"": [2.277192721871423, 48.84368019237771], ""type"": ""Point""}";48.84368019237771,2.277192721871423
3619;21, RUE BREY;75017;Paris;2020;PARIS HABITAT;17;8;5;0;4;acquisition réhabilitation;;17;logement familial;648304.923;6864325.908;"{""coordinates"": [2.295171690353771, 48.8768785968614], ""type"": ""Point""}";48.8768785968614,2.295171690353771
3581;10, RUE DE PARADIS;75010;Paris;2020;ERILIA;2;1;;;1;acquisition réhabilitation;;10;logement familial;652640.2425;6864039.4923;;
3624;27, RUE BOURET;75019;Paris;2020;RIVP;34;;;;34;construction neuve;;19;logement familial;654030.091;6864847.02;;
3630;33 BIS-35, RUE SAINT DIDIER;75016;Paris;2020;RIVP;1;;1;;;construction neuve;;16;résidence pour étudiants;647570.366;6863177.355;;
3654;59-63, RUE DU GENERAL BRUNET;75019;Paris;2020;CDC HABITAT;4;;;;4;construction neuve;;19;logement familial;655597.586;6864965.273;;
3685;9, RUE LEMERCIER;75017;Paris;2020;PFRERESPAUVRES;24;24;;;;construction neuve;;17;maison relais;650483.461;6865285.327;;
3697;ILOT SAINT GERMAIN 8-10, RUE SAINT DOMINIQUE;75007;Paris;2020;RIVP;2;1;1;;;construction neuve;;7;logement familial;650225.722;6862287.166;;
1064;25 BD POISSONNIERE;75002;Paris;2008;PARIS HAB;20;6;14;0;0;acquisition réhabilitation;;2;logement familial;651869.2168;6863662.3211;"{""coordinates"": [2.343841348719967, 48.87118737181061], ""type"": ""Point""}";48.87118737181061,2.343841348719967
1067;1-3 RUE DE LA POTERNE DES PEUPLIERS;75013;Paris;2008;RIVP;33;0;0;0;33;construction neuve;;13;logement familial;652486.2286;6858027.5183;"{""coordinates"": [2.352882116254831, 48.82055944341047], ""type"": ""Point""}";48.82055944341047,2.352882116254831
1069;ZAC RUNGIS 35 RUE BRILLAT SAVARIN;75013;Paris;2008;ESPACILHAB;182;0;0;0;182;construction neuve;;13;résidence pour étudiants;652107.915;6858200.555;"{""coordinates"": [2.347710407627281, 48.8220876007458], ""type"": ""Point""}";48.8220876007458,2.347710407627281
1088;103, RUE DE L'OUEST;75014;Paris;2008;COALLIA;15;15;0;0;0;construction neuve;;14;Centre d'hébergement d'urgence;649773.8449;6859554.848;"{""coordinates"": [2.315762123961539, 48.83408926743629], ""type"": ""Point""}";48.83408926743629,2.315762123961539
1094;33, BD GARIBALDI;75015;Paris;2008;PARIS HAB;20;5;15;0;0;acquisition réhabilitation;;15;logement familial;649059.2566;6860982.1313;"{""coordinates"": [2.305856761742543, 48.846868730815025], ""type"": ""Point""}";48.846868730815025,2.305856761742543
1123;14 AVENUE GAMBETTA;75020;Paris;2008;ELOGIE;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;655193.9936;6862751.0084;"{""coordinates"": [2.389261671553401, 48.8632319486775], ""type"": ""Point""}";48.8632319486775,2.389261671553401
1127;GROUPE COURCELLES  3, AVENUE PAUL ADAM;75017;Paris;2008;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;17;logement familial;648444.479;6865474.6508;"{""coordinates"": [2.296934893196444, 48.88722002097598], ""type"": ""Point""}";48.88722002097598,2.296934893196444
1154;40, RUE LACORDAIRE - 73, RUE DES CEVENNES;75015;Paris;2008;RIVP;89;0;89;0;0;acquisition conventionnement;;15;logement familial;647303.88;6860458.8229;"{""coordinates"": [2.282003284976374, 48.8420214858922], ""type"": ""Point""}";48.8420214858922,2.282003284976374
1175;94 RUE RAMBUTEAU;75001;Paris;2008;ELOGIE;6;0;6;0;0;acquisition conventionnement;;1;logement familial;652182.2383;6862692.5111;"{""coordinates"": [2.348217652359391, 48.86248936147678], ""type"": ""Point""}";48.86248936147678,2.348217652359391
1181;15 RUE PAYENNE;75003;Paris;2008;ELOGIE;8;0;8;0;0;acquisition conventionnement;;3;logement familial;653238.3427;6862254.7212;"{""coordinates"": [2.362660466596491, 48.85862989857462], ""type"": ""Point""}";48.85862989857462,2.362660466596491
1664;GROUPE MURAT 12-14, RUE DU GENERAL NIOX 3, RUE DU GENERAL GROSSETTI;75016;Paris;2010;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;16;logement familial;645915.0506;6859969.8354;"{""coordinates"": [2.263143422043859, 48.83750897703683], ""type"": ""Point""}";48.83750897703683,2.263143422043859
1684;43 BIS, RUE DESNOUETTES;75015;Paris;2010;PARIS HAB;12;4;8;0;0;construction neuve;;15;logement familial;647753.4161;6859771.3608;"{""coordinates"": [2.28821241679628, 48.83587575253123], ""type"": ""Point""}";48.83587575253123,2.28821241679628
1706;GROUPE GRANDS CHAMPS;75020;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;655926.235;6861332.0326;"{""coordinates"": [2.399389379376181, 48.850521691959834], ""type"": ""Point""}";48.850521691959834,2.399389379376181
1714;56-58 RUE PIAT;75020;Paris;2010;RIVP;10;0;5;0;5;construction neuve;;20;logement familial;654776.8302;6863869.9375;"{""coordinates"": [2.383456577569809, 48.87326514782436], ""type"": ""Point""}";48.87326514782436,2.383456577569809
1489;16, RUE LESAGE;75020;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654658.9443;6863757.5607;"{""coordinates"": [2.381861456310336, 48.87224627701379], ""type"": ""Point""}";48.87224627701379,2.381861456310336
1493;33, RUE RAMPONEAU;75020;Paris;2009;SIEMP;4;0;4;0;0;acquisition réhabilitation;;20;logement familial;654552.7815;6863668.1051;"{""coordinates"": [2.3804237579955583, 48.87143433738668], ""type"": ""Point""}";48.87143433738668,2.3804237579955583
1537;43, RUE BELLIARD;75018;Paris;2009;SAGECO;17;17;0;0;0;construction neuve;;18;résidence sociale pour démuni;652091.6038;6866609.9844;"{""coordinates"": [2.346540427459121, 48.89771132868392], ""type"": ""Point""}";48.89771132868392,2.346540427459121
1545;28, RUE PIAT;75020;Paris;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654894.8063;6863722.2945;"{""coordinates"": [2.385080597113427, 48.87194569613105], ""type"": ""Point""}";48.87194569613105,2.385080597113427
995;9 A 15 RUE D'AUBERVILLIERS;75018;Paris;2007;SIEMP;22;0;11;0;11;construction neuve;;18;logement familial;653451.3672;6865197.2751;"{""coordinates"": [2.365241373899077, 48.885107108606235], ""type"": ""Point""}";48.885107108606235,2.365241373899077
1010;3, PASSAGE DE LA BRIE;75019;Paris;2007;SIEMP;5;0;5;0;0;acquisition réhabilitation;;19;logement familial;653977.5211;6864706.6414;"{""coordinates"": [2.372469117015267, 48.88073280313328], ""type"": ""Point""}";48.88073280313328,2.372469117015267
1020;125, RUE DU FAUBOURG DU TEMPLE;75010;Paris;2008;ADOMA;22;22;0;0;0;construction neuve;;10;maison relais;654167.1892;6863678.2756;"{""coordinates"": [2.375166147793106, 48.87149847467267], ""type"": ""Point""}";48.87149847467267,2.375166147793106
909;60 RUE RIQUET;75019;Paris;2007;SIEMP;13;0;0;0;13;construction neuve;;19;logement familial;653713.3018;6865703.7774;"{""coordinates"": [2.368757868332173, 48.889680799430096], ""type"": ""Point""}";48.889680799430096,2.368757868332173
910;47 RUE MARCADET;75018;Paris;2007;SIEMP;8;0;8;0;0;construction neuve;"opération abandonnée; réagréée";18;logement familial;652396.6406;6865806.5428;"{""coordinates"": [2.350790969623726, 48.890508929115995], ""type"": ""Point""}";48.890508929115995,2.350790969623726
2609;23, RUE DU COUEDIC;75014;Paris;2014;RIVP;9;3;6;0;0;construction neuve;;14;logement familial;650986.5562;6859104.3316;"{""coordinates"": [2.332334154786391, 48.830131101010785], ""type"": ""Point""}";48.830131101010785,2.332334154786391
2611;4, RUE JEAN DE LA FONTAINE;75016;Paris;2014;RIVP;11;3;5;0;3;acquisition conventionnement;;16;logement familial;646834.4147;6861661.3065;"{""coordinates"": [2.275456736990848, 48.85279674550946], ""type"": ""Point""}";48.85279674550946,2.275456736990848
1381;75-77 RUE SAINT CHARLES;75015;Paris;2009;PARIS HAB;38;2;24;0;12;acquisition conventionnement;;15;logement familial;647634.7953;6861072.5055;"{""coordinates"": [2.286436276296548, 48.84756727031731], ""type"": ""Point""}";48.84756727031731,2.286436276296548
1384;SAINT LAMBERT 188 RUE LECOURBE RUE THEOPHRASTE RENAUDOT;75015;Paris;2009;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;15;logement familial;648379.53;6860325.7281;"{""coordinates"": [2.296674631660419, 48.840911630510455], ""type"": ""Point""}";48.840911630510455,2.296674631660419
1415;52-56 ET 60, RUE DU SURMELIN;75020;Paris;2009;CASIP;60;0;0;0;60;construction neuve;;20;foyer pour personnes handicapées;656415.7952;6863412.3655;"{""coordinates"": [2.405847244825946, 48.869263277446606], ""type"": ""Point""}";48.869263277446606,2.405847244825946
1423;77-79, RUE LAUGIER ET 12, RUE GALVANI;75017;Paris;2009;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;17;logement familial;648065.1844;6865169.0657;"{""coordinates"": [2.291800085521854, 48.88444153154794], ""type"": ""Point""}";48.88444153154794,2.291800085521854
1426;7-9, RUE BASFROI;75011;Paris;2009;BATIGERE;1;0;1;0;0;acquisition conventionnement;;11;logement familial;654495.7942;6861737.6454;"{""coordinates"": [2.3798535760258, 48.85406991797706], ""type"": ""Point""}";48.85406991797706,2.3798535760258
1430;3, RUE FAGON 5 PLACE DES ALPES;75013;Paris;2009;BATIGERE;3;0;3;0;0;acquisition conventionnement;;13;logement familial;652876.5912;6859314.3617;"{""coordinates"": [2.35805597714087, 48.83216087885675], ""type"": ""Point""}";48.83216087885675,2.35805597714087
1454;32, RUE HENRI MONNIER;75009;Paris;2009;TOIT&JOIE;19;5;10;0;4;acquisition réhabilitation;;9;logement familial;651431.181;6864723.9877;"{""coordinates"": [2.337748575758263, 48.88070177581811], ""type"": ""Point""}";48.88070177581811,2.337748575758263
1274;105, RUE DES POISSONNIERS;75018;Paris;2008;SIEMP;12;0;6;0;6;acquisition réhabilitation;;18;logement familial;652518.5108;6866086.0321;"{""coordinates"": [2.352421687576474, 48.89303126932996], ""type"": ""Point""}";48.89303126932996,2.352421687576474
1278;10, RUE DES LYANES;75020;Paris;2008;SIEMP;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656406.4416;6862759.1664;"{""coordinates"": [2.4057867468075242, 48.86338850628666], ""type"": ""Point""}";48.86338850628666,2.4057867468075242
1281;22, RUE D'ORAN;75018;Paris;2008;SIEMP;5;0;0;0;5;acquisition réhabilitation;;18;logement familial;652539.8744;6865643.8328;"{""coordinates"": [2.352762476151721, 48.88905631153085], ""type"": ""Point""}";48.88905631153085,2.352762476151721
1300;71-75, RUE DE L'AMIRAL MOUCHEZ;75013;Paris;2009;PARIS HAB;52;0;52;0;0;construction neuve;;13;résidence pour étudiants;651792.8127;6858078.664;"{""coordinates"": [2.343432719194554, 48.82096792634687], ""type"": ""Point""}";48.82096792634687,2.343432719194554
1305;383-385, RUE DE VAUGIRARD;75015;Paris;2009;PARIS HAB;175;0;175;0;0;construction neuve;;15;résidence pour étudiants;648104.1683;6859726.6182;"{""coordinates"": [2.292996132702549, 48.83550172071337], ""type"": ""Point""}";48.83550172071337,2.292996132702549
1344;93-95-97 BD MACDONALD;75019;Paris;2009;SIEMP;37;0;10;0;27;acquisition réhabilitation;;19;logement familial;654914.5441;6866654.5506;"{""coordinates"": [2.385038348159802, 48.898315989627974], ""type"": ""Point""}";48.898315989627974,2.385038348159802
1631;41, RUE RICHARD LENOIR;75011;Paris;2010;SIEMP;3;0;3;0;0;construction neuve;;11;logement familial;654591.8097;6861995.1836;"{""coordinates"": [2.381134546005845, 48.85639271890945], ""type"": ""Point""}";48.85639271890945,2.381134546005845
