N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750006287;75056;RUE;;BEATRIX DUSSANE;R. Béatrix Dussane;Rue Béatrix Dussane;750560757;O;O;0753;"{""coordinates"": [[2.290119932119749, 48.85028247708758], [2.291541021764724, 48.84973618155462]], ""type"": ""LineString""}";1156;P;750001537;120.68585203;48.8500093293211,2.2908304769422365
750005939;75056;ALL;;BLAISE CENDRARS;All. Blaise Cendrars;Allée Blaise Cendrars;750561002;O;O;1012;"{""coordinates"": [[2.345396110541872, 48.861981555349324], [2.34452010517831, 48.862174658325074], [2.344093440008154, 48.86227436330217], [2.343674147318007, 48.8623723489666], [2.343318120968111, 48.86245711817543], [2.343122333791777, 48.86250795671878], [2.3430504769018192, 48.86250290726761]], ""type"": ""LineString""}";1174;P;750001537;182.11015995;48.86224665436454,2.3442227230082935
750003228;75056;SENT;DE LA;LIEUTENANCE;Sent. de la Lieutenance;Sentier de la Lieutenance;750565668;O;O;5605;"{""coordinates"": [[2.409467898013804, 48.841731401228564], [2.409205678182823, 48.841761694656064], [2.408337117018522, 48.841746145613854]], ""type"": ""LineString""}";1198;P;750001537;83.30927346;48.841752202068335,2.408903160102765
750002000;75056;SQ;;ANTOINE ARNAULD;Sq. Antoine Arnauld;Square Antoine Arnauld;750560369;O;O;0351;"{""coordinates"": [[2.272233859670803, 48.855954390881735], [2.271971539918538, 48.85579257064162]], ""type"": ""LineString""}";1206;V;750001537;26.34846102;48.85587348076167,2.2721026997946705
750006436;75056;IMP;;DRUINOT;Imp. Druinot;Impasse Druinot;750562935;O;O;2958;"{""coordinates"": [[2.381207554762903, 48.84979590371234], [2.380252301474416, 48.84991691218671], [2.379868092531795, 48.8499655748442]], ""type"": ""LineString""}";1223;P;750001537;100.08826214;48.84988074198754,2.3805378239905237
750002989;75056;RUE;DES;PANOYAUX;R. des Panoyaux;Rue des Panoyaux;750567032;O;O;6944;"{""coordinates"": [[2.384010541695482, 48.86604528769907], [2.384882982978895, 48.8663570685912], [2.385299681871876, 48.866499966096455], [2.38537174138381, 48.86643767824164], [2.385553865781758, 48.86634103586456], [2.38562255584963, 48.86633115039941], [2.38577521406334, 48.86637927610449], [2.386628809708394, 48.8666134179843], [2.386907388518793, 48.86668334804573], [2.387026496238482, 48.86669780075344], [2.387703505980855, 48.86691060003862], [2.388987713566372, 48.8673275503253], [2.389082363462033, 48.867375348609], [2.390331575455812, 48.867549404612575]], ""type"": ""LineString""}";1234;P;750001537;511.65453234;48.866809705304476,2.387142199169192
750002046;75056;SQ;DES;ALISCAMPS;Sq. des Aliscamps;Square des Aliscamps;750560202;O;O;0220;"{""coordinates"": [[[2.261080158484256, 48.85178261743431], [2.260812506764533, 48.851857709639695], [2.260704880935481, 48.85183934609849], [2.2600959972528463, 48.85201056624664], [2.260087384245861, 48.85206402154958]], [[2.260812506764533, 48.851857709639695], [2.260764434338447, 48.851926607019365], [2.260156622615293, 48.85209080376199], [2.260087384245861, 48.85206402154958], [2.25997220854743, 48.85209946638423]]], ""type"": ""MultiLineString""}";1258;V;750001537;155.88610424;48.85194957172455,2.260490867572627
750006640;75056;PL;;MARGUERITE DE NAVARRE;Pl. Marguerite de Navarre;Place Marguerite de Navarre;750566058;O;O;5985;"{""coordinates"": [[2.346681727822729, 48.86055581776185], [2.346354663858458, 48.86062367912849], [2.346135304380417, 48.86079759021613]], ""type"": ""LineString""}";1286;P;750001537;50.31361141;48.860644866072796,2.346393625968026
750006042;75056;RUE;DE L';ARC EN CIEL;R. de l'Arc En Ciel;Rue de l'Arc En Ciel;750560414;O;O;0392;"{""coordinates"": [[2.346546681002735, 48.86165744100583], [2.346629995303165, 48.86170506847508], [2.346738334358224, 48.861904770043346]], ""type"": ""LineString""}";1310;P;750001537;31.67323217;48.86176819568094,2.3466557080143247
750001541;75056;BD;;EXELMANS;Bd. Exelmans;Boulevard Exelmans;750563465;O;O;3488;"{""coordinates"": [[[2.2671835899543398, 48.83964081229554], [2.266703294943154, 48.83985967149597], [2.266445842058825, 48.83995060970923], [2.2654719644880172, 48.84037869895237], [2.265385640667247, 48.84044665700341], [2.2652481504836333, 48.840530994881554], [2.265058566007972, 48.84061217053288], [2.265036324570032, 48.840712047728495]], [[2.2674985938053, 48.839719690230794], [2.267324783097949, 48.83979764199987], [2.266759870636662, 48.84005421993891]], [[2.267486272609057, 48.83995799093248], [2.267001523365741, 48.84017442087787], [2.266591683237746, 48.840384428833666], [2.266199740170481, 48.840565921718536], [2.265698839930252, 48.840722444378024]], [[2.266759870636662, 48.84005421993891], [2.266438852454951, 48.84007587470281], [2.26514714766867, 48.8406601215676], [2.265036324570032, 48.840712047728495]], [[2.266759870636662, 48.84005421993891], [2.26665321733312, 48.840223586307765], [2.265819821050347, 48.84062575791732], [2.265698839930252, 48.840722444378024]], [[2.266759870636662, 48.84005421993891], [2.26516025241741, 48.84078411314028], [2.26493567042997, 48.84088140799642]], [[2.265036324570032, 48.840712047728495], [2.264775536647494, 48.84084291735931]], [[2.265698839930252, 48.840722444378024], [2.265288972697415, 48.84085897701958], [2.264998269281373, 48.84097793106482]], [[2.264775536647494, 48.84084291735931], [2.263735196730405, 48.84129836901407], [2.2626940493644803, 48.841761444938214], [2.261904685386611, 48.84211825688859], [2.261639035518268, 48.842264439189115], [2.261411874842966, 48.842373650624346]], [[2.26493567042997, 48.84088140799642], [2.264856031075813, 48.840849092502054], [2.264775536647494, 48.84084291735931]], [[2.26493567042997, 48.84088140799642], [2.263791781136138, 48.84139767610195], [2.262200450115155, 48.84213062653015]], [[2.264998269281373, 48.84097793106482], [2.264979772182922, 48.840918656688196], [2.26493567042997, 48.84088140799642]], [[2.264998269281373, 48.84097793106482], [2.263854099991797, 48.84150706802641], [2.262768636731634, 48.84199332653584], [2.262073322050384, 48.84231149571108], [2.261781871218782, 48.84240958623747], [2.261542488703558, 48.842501334935704]], [[2.262200450115155, 48.84213062653015], [2.26199469660361, 48.842175311664704], [2.261411874842966, 48.842373650624346]], [[2.262200450115155, 48.84213062653015], [2.262050938099701, 48.84221995268131], [2.261542488703558, 48.842501334935704]], [[2.261411874842966, 48.842373650624346], [2.260066042840355, 48.84302067347566], [2.259339701558344, 48.84355561161969]], [[2.261542488703558, 48.842501334935704], [2.260594103135567, 48.84294935454124], [2.2601968858698323, 48.843157630429324], [2.259759608533484, 48.84346255084558], [2.259450978382044, 48.843745883406385]], [[2.259339701558344, 48.84355561161969], [2.258954897406655, 48.84400912416075], [2.258706475211627, 48.844382513766455], [2.258528599597765, 48.8448594581918], [2.258447066347341, 48.845326485756054], [2.258443987925921, 48.84564510610972], [2.258474203302417, 48.84592524277671], [2.258554613128087, 48.846248955496854], [2.25878622216809, 48.846792906943044], [2.258952642825971, 48.84710658888987], [2.2594174391282458, 48.84778083068667], [2.259668348105364, 48.847919210650105], [2.259714615419133, 48.84779208444868], [2.25942723022778, 48.84744387032718], [2.259214931257004, 48.84711009471369], [2.258978773248434, 48.84668295758067], [2.258792136467883, 48.84622905560993], [2.25870666327147, 48.8459087652563], [2.258671510605004, 48.845561800090685], [2.258670124906515, 48.84531665663866], [2.258730339344058, 48.844975872708645], [2.258741488552007, 48.84491302096965], [2.258873143988092, 48.84453281580103], [2.259090916120216, 48.84415598755551], [2.2592786371289852, 48.84391259135762], [2.259450978382044, 48.843745883406385], [2.259339701558344, 48.84355561161969]]], ""type"": ""MultiLineString""}";1323;P;750001537;3372.27705596;48.84250396639136,2.262593080549793
750006886;75056;RUE;;PIROUETTE;R. Pirouette;Rue Pirouette;750567497;O;O;7456;"{""coordinates"": [[2.347362510832149, 48.86212507024991], [2.347585346647353, 48.86207510341224], [2.347422744763064, 48.86175337651518]], ""type"": ""LineString""}";1335;P;750001537;54.9781037;48.86198631533561,2.3474923657048037
750002033;75056;SQ;;ALBONI;Sq. Alboni;Square Alboni;750560137;O;O;0160;"{""coordinates"": [[2.285498783879892, 48.85777847256647], [2.285690386939911, 48.85779284779051], [2.286544312467121, 48.85823575959095], [2.2866200806162222, 48.858242537376235], [2.286908240293894, 48.85807261992559], [2.286903096803147, 48.858022699277235], [2.286107315516436, 48.857388926361416], [2.28602812914978, 48.857406804401684], [2.285865101195164, 48.85729204762304], [2.285867978882055, 48.857211167620584], [2.285527735759398, 48.85693028007382]], ""type"": ""LineString""}";1346;O;750001537;297.50060983;48.857737236173264,2.2862169100923566
750007283;75056;PL;;JEAN PRONTEAU;Pl. Jean Pronteau;Place Jean Pronteau;750564956;O;O;4928;"{""coordinates"": [[2.32180298523923, 48.83437838578038], [2.321398112961206, 48.83423477286649], [2.321298637986674, 48.83429735876244], [2.321094492965649, 48.83439426412738]], ""type"": ""LineString""}";1361;P;750001537;62.28220444;48.83431188814271,2.3214441276888764
750001345;75056;PL;;HENRI QUEUILLE;Pl. Henri Queuille;Place Henri Queuille;750564589;O;O;4514;"{""coordinates"": [[2.311795382658088, 48.845338637956296], [2.311482286149167, 48.84526732098041], [2.311243926138903, 48.845220928557936], [2.311123607188419, 48.845185614768404], [2.31066806156457, 48.84504018969056], [2.310931674321692, 48.845049043559406], [2.311123607188419, 48.845185614768404]], ""type"": ""LineString""}";1366;P;750001537;129.43196089;48.8451652553916,2.311132146439594
750004834;75056;RUE;;DU SOMMERARD;R. du Sommerard;Rue du Sommerard;750563053;O;O;3085;"{""coordinates"": [[[2.34784080350945, 48.849668404681225], [2.3471817274653732, 48.84981064385379], [2.3461043342933943, 48.8500420333489], [2.345371122369722, 48.85019946659859], [2.345209381011691, 48.850226816856186], [2.345029651323448, 48.850249042818014], [2.344719653771793, 48.850278920948696], [2.344546733475453, 48.85027893338769]], [[2.343827929961438, 48.85023356905844], [2.343753764312643, 48.85025606442049], [2.342913564802066, 48.85056953947964], [2.34280530864502, 48.850625408327986]]], ""type"": ""MultiLineString""}";1377;P;750001537;338.86209821;48.85011325995463,2.345488575227886
750004835;75056;AV;;DUTUIT;Av. Dutuit;Avenue Dutuit;750563061;O;O;3094;"{""coordinates"": [[2.315575645650733, 48.86503557930682], [2.315694514541784, 48.86596392243295], [2.31570880106489, 48.8663758834168], [2.315776009992174, 48.866641720609664], [2.316066312833666, 48.86708673422028]], ""type"": ""LineString""}";1381;P;750001537;233.25629642;48.866093118687104,2.315732066745533
750001538;75056;RUE;;EUGENE PELLETAN;R. Eugène Pelletan;Rue Eugène Pelletan;750563432;O;O;3459;"{""coordinates"": [[2.329632546793046, 48.83506919991507], [2.329581551824634, 48.8350211125438], [2.329428060208453, 48.834902515487165], [2.329390503277023, 48.834899275843206], [2.329352931403056, 48.834913293231374], [2.329096522030744, 48.8350695977201], [2.32903717619627, 48.8351107357124]], ""type"": ""LineString""}";1389;P;750001537;61.75532437;48.834989089810904,2.3293403207471246
750001843;75056;RUE;;CEPRE;R. Cépré;Rue Cépré;750561646;O;O;1643;"{""coordinates"": [[2.304317856718148, 48.84595628832605], [2.304263990721415, 48.846025904261964], [2.303469066992183, 48.84700924997927], [2.303526285932004, 48.84714437341139], [2.3035713620434, 48.84720140003938]], ""type"": ""LineString""}";1397;P;750001537;155.37602176;48.84657060422452,2.303841169420341
750007419;75056;CAR;DU;GENERAL JACQUES PARIS DE BOLLARDIERE;Car. du Général Jacques Paris de Bollardiere;Carrefour du Général Jacques Paris de Bollardiere;750564048;O;O;4952;"{""coordinates"": [[2.30088395339647, 48.851176099839925], [2.300935381973054, 48.851098741445064], [2.301037595243713, 48.85109877380127]], ""type"": ""LineString""}";1405;P;750001537;16.89384475;48.851117165723394,2.300949912901519
750006231;75056;PL;DU;GENERAL KOENIG;Pl. du Général Koenig;Place du Général Koenig;750564050;O;O;3991;"{""coordinates"": [[[2.285297412529941, 48.88067479283831], [2.284708854570148, 48.88082706115868]], [[2.283968279124978, 48.8808121802266], [2.284708854570148, 48.88082706115868]], [[2.283968279124978, 48.8808121802266], [2.284295643158747, 48.88091102700653], [2.284394038755097, 48.88112379509998]], [[2.284708854570148, 48.88082706115868], [2.284394038755097, 48.88112379509998]], [[2.284038488528223, 48.88103859658839], [2.283968279124978, 48.8808121802266]], [[2.284038488528223, 48.88103859658839], [2.284394038755097, 48.88112379509998], [2.283898831111506, 48.881251166108385], [2.283623698556516, 48.88109169529046], [2.283968279124978, 48.8808121802266]], [[2.283898831111506, 48.881251166108385], [2.284038488528223, 48.88103859658839]]], ""type"": ""MultiLineString""}";1407;P;750001537;377.22353965;48.880964123502906,2.284268621781552
750003936;75056;SQ;;BRIZEUX;Sq. Brizeux;Square Brizeux;750561310;O;O;1310;"{""coordinates"": [[2.396433485594739, 48.87014194102269], [2.396727105103121, 48.86984820962421], [2.396516993977149, 48.869754508006935], [2.396794464420693, 48.86950009127323]], ""type"": ""LineString""}";1432;V;750001537;92.57969064;48.86981596885679,2.3966174866607135
750004987;75056;RUE;;BERTHOLLET;R. Berthollet;Rue Berthollet;750560916;O;O;0922;"{""coordinates"": [[2.346078704725438, 48.84026404414736], [2.345977455797022, 48.84013329854606], [2.345804411193634, 48.83922765364819], [2.345735405383183, 48.83882532350812], [2.345625370569561, 48.83827624484016], [2.345528960563261, 48.83773230826946], [2.345496780963629, 48.837640962458465]], ""type"": ""LineString""}";1447;P;750001537;295.7572889;48.83896585482139,2.345759846009123
750001979;75056;RUE;;BEAUNIER;R. Beaunier;Rue Beaunier;750560787;O;O;0783;"{""coordinates"": [[2.330977418983052, 48.823962938789734], [2.330882598930089, 48.82398152278197], [2.32845655680729, 48.82444704002674], [2.328305063341836, 48.82447273078054], [2.328151145223665, 48.824497045160875], [2.325902955070439, 48.82469896181179]], ""type"": ""LineString""}";2254;P;750001537;382.4311777;48.82439401151513,2.328449066112301
750005421;75056;ALL;;ARTHUR HONEGGER;All. Arthur Honegger;Allée Arthur Honegger;750560462;O;O;0453;"{""coordinates"": [[2.393792987044805, 48.88699731503714], [2.394010829253768, 48.8873406567246], [2.394459691110328, 48.887881532491015], [2.394644212317033, 48.88824789319977], [2.394722127457134, 48.88852455143711], [2.394691903277542, 48.888873135620294], [2.394594112951084, 48.88916882178685]], ""type"": ""LineString""}";2330;M;750001537;256.6429746;48.888035969836004,2.3944034436477497
750003993;75056;QU;D';AUSTERLITZ;Qu. d'Austerlitz;Quai d'Austerlitz;750560587;O;O;0560;"{""coordinates"": [[[2.37375591649579, 48.83753076809718], [2.373657208861483, 48.83761191537838], [2.373600676935274, 48.837487140995684], [2.3736274013311363, 48.83746273548197]], [[2.373657208861483, 48.83761191537838], [2.37327096721053, 48.83794576083558], [2.373213525151765, 48.837992910315734], [2.372782442686379, 48.83832559099805], [2.3723663436558873, 48.838644875305754], [2.371275633802944, 48.8394543980413], [2.371031528283579, 48.839635568592115], [2.3695865924305, 48.840686565518936], [2.367969508339343, 48.84182718624209], [2.367815422996227, 48.84189903507697], [2.367715776173207, 48.8420097639597], [2.366178842273973, 48.84317538156898]], [[2.37327096721053, 48.83794576083558], [2.373068653262625, 48.838232317318116], [2.373041582435676, 48.838399869948105], [2.371954341475836, 48.839217023964416], [2.37173233837786, 48.83936070693152], [2.369050268985135, 48.84131226348786], [2.368952892053983, 48.84140856795532], [2.3689037847846572, 48.841483194260945], [2.368825295718385, 48.84171679408639], [2.368765040146757, 48.841850892936556], [2.368515852194021, 48.842042454850606], [2.36833869606099, 48.842172332564665], [2.367908709671082, 48.842473466273255], [2.367688362200404, 48.84258092753072], [2.36759388094709, 48.842610781535534], [2.367482956363002, 48.84261895036949], [2.367240604246212, 48.84270579621222], [2.366936676412411, 48.8428740064768], [2.366580948108477, 48.84311409920277], [2.366454073948994, 48.84320090367696], [2.366340759352998, 48.84322487135726], [2.366178842273973, 48.84317538156898], [2.365550741100923, 48.84363275318169]]], ""type"": ""MultiLineString""}";2334;P;750001537;1732.05774985;48.84066256038372,2.3697900442571482
750003870;75056;RUE;;CAIL;R. Cail;Rue Cail;750561419;O;O;1415;"{""coordinates"": [[2.361707510038638, 48.88264268053641], [2.3593725378981523, 48.882824467045424], [2.359355057889129, 48.882827222586435], [2.35904403439882, 48.88285682488227]], ""type"": ""LineString""}";2339;P;750001537;196.79249161;48.882746864795735,2.3603755060901976
750005057;75056;PL;;BEAUVAU;Pl. Beauvau;Place Beauvau;750560799;O;O;0795;"{""coordinates"": [[2.316415673735171, 48.8710501797469], [2.316601314077075, 48.871090041040496], [2.316550161652147, 48.871165121998324], [2.316481158710903, 48.87122257370718], [2.316389944688108, 48.871258708212196], [2.316259609451162, 48.87128377490859], [2.316119076919728, 48.871280873000735], [2.316127548786103, 48.87119841030454], [2.316287761667628, 48.87111876332641], [2.316415673735171, 48.8710501797469]], ""type"": ""LineString""}";2350;P;750001537;95.69834068;48.871175914762105,2.3163534202474656
750001523;75056;AV;;FREMIET;Av. Frémiet;Avenue Frémiet;750563856;O;O;3866;"{""coordinates"": [[2.285720230522623, 48.85620869729735], [2.2844408873040623, 48.85691962540728]], ""type"": ""LineString""}";2367;O;750001537;122.72241545;48.85656416135232,2.285080558913343
750001837;75056;RUE;;CASTAGNARY;R. Castagnary;Rue Castagnary;750561595;O;O;1588;"{""coordinates"": [[[2.309208153631114, 48.83356492726654], [2.30914196965943, 48.83348313187122], [2.308456972405363, 48.83287775450406], [2.308381046822993, 48.83282679132017], [2.308212486802233, 48.832670087073595], [2.307428634578804, 48.83197075018967], [2.30683847723055, 48.83130958644066], [2.306367212807278, 48.83074729113188], [2.306292239485929, 48.8306853470335], [2.305895885701785, 48.83021501985959], [2.305667837676919, 48.83004939344411], [2.304924615422706, 48.8299360618978], [2.304098134668141, 48.82988061446406], [2.30355067134226, 48.829960322393745], [2.303141999738855, 48.830024043424636], [2.3024420753927393, 48.83011969958803], [2.301899777330791, 48.830187251631166]], [[2.310174391435498, 48.83620475858651], [2.309331359989137, 48.83391486471475], [2.309291127936657, 48.83382834468229]]], ""type"": ""MultiLineString""}";2377;P;750001537;1024.77065029;48.83193309262967,2.306712654628857
750005486;75056;RUE;DE;VENISE;R. de Venise;Rue de Venise;750569655;O;O;9692;"{""coordinates"": [[2.351369893407477, 48.861028176160154], [2.351300116554541, 48.86104796941468], [2.350998521959181, 48.861134069162866], [2.350981488537008, 48.86114693098993], [2.350595667935814, 48.86125319225266]], ""type"": ""LineString""}";2378;P;750001537;62.25498114;48.86114159865382,2.3509830501443094
750000667;75056;PL;DU;VENEZUELA;Pl. du Vénézuela;Place du Vénézuela;750569656;O;O;9697;"{""coordinates"": [[2.286841535294538, 48.87177385208019], [2.286863830176615, 48.87171379083179], [2.286863047007182, 48.87166613795109], [2.286834867501248, 48.87162735756528], [2.286790598080949, 48.871591457235496], [2.286706362645011, 48.87157964872319], [2.286622786863012, 48.87158806496567], [2.286561406933348, 48.87162220162309], [2.286527285264469, 48.87166202450741], [2.286523825656927, 48.87171364159858], [2.286536598983606, 48.871766974267075]], ""type"": ""LineString""}";2379;P;750001537;57.34623672;48.871646346393796,2.2866970861311
